po_id,supplier_id,product_id,department,order_date,promised_date,actual_delivery_date,ordered_qty,received_qty,ordered_cost,on_time_flag,in_full_flag,otif_flag
PO00483,SUP02,SKU0014,Kidswear,2026-01-19,2026-02-16,2026-02-13,130,127,986.7,True,True,True
PO00484,SUP02,SKU0014,Kidswear,2026-02-09,2026-03-09,2026-03-01,126,125,956.34,True,True,True
PO00485,SUP02,SKU0014,Kidswear,2026-03-02,2026-03-30,2026-03-26,150,142,1138.5,True,False,False
PO00486,SUP02,SKU0014,Kidswear,2026-03-23,2026-04-20,2026-04-20,149,146,1130.91,True,True,True
PO00487,SUP02,SKU0014,Kidswear,2026-04-13,2026-05-11,2026-05-04,124,124,941.16,True,True,True
PO00488,SUP02,SKU0014,Kidswear,2026-05-04,2026-06-01,2026-05-31,158,158,1199.22,True,True,True
PO00489,SUP02,SKU0014,Kidswear,2026-05-25,2026-06-22,2026-06-18,148,145,1123.32,True,True,True
PO00490,SUP02,SKU0014,Kidswear,2026-06-15,2026-07-13,2026-07-12,123,122,933.57,True,True,True
PO00491,SUP02,SKU0015,Kidswear,2024-07-01,2024-07-29,2024-07-31,150,148,1150.5,False,True,False
PO00492,SUP02,SKU0015,Kidswear,2024-07-22,2024-08-19,2024-08-17,154,154,1181.18,True,True,True
PO00493,SUP02,SKU0015,Kidswear,2024-08-12,2024-09-09,2024-09-09,143,140,1096.81,True,True,True
PO00494,SUP02,SKU0015,Kidswear,2024-09-02,2024-09-30,2024-09-29,128,128,981.76,True,True,True
PO00495,SUP02,SKU0015,Kidswear,2024-09-23,2024-10-21,2024-10-14,135,131,1035.45,True,True,True
PO00496,SUP02,SKU0015,Kidswear,2024-10-14,2024-11-11,2024-11-02,119,118,912.73,True,True,True
PO00497,SUP02,SKU0015,Kidswear,2024-11-04,2024-12-02,2024-11-29,118,113,905.06,True,True,True
PO00498,SUP02,SKU0015,Kidswear,2024-11-25,2024-12-23,2024-12-20,156,156,1196.52,True,True,True
PO00499,SUP02,SKU0015,Kidswear,2024-12-16,2025-01-13,2025-01-09,159,159,1219.53,True,True,True
PO00500,SUP02,SKU0015,Kidswear,2025-01-06,2025-02-03,2025-02-02,123,122,943.41,True,True,True
PO00501,SUP02,SKU0015,Kidswear,2025-01-27,2025-02-24,2025-02-24,149,146,1142.83,True,True,True
PO00502,SUP02,SKU0015,Kidswear,2025-02-17,2025-03-17,2025-03-10,127,126,974.09,True,True,True
PO00503,SUP02,SKU0015,Kidswear,2025-03-10,2025-04-07,2025-04-02,122,121,935.74,True,True,True
PO00504,SUP02,SKU0015,Kidswear,2025-03-31,2025-04-28,2025-04-22,137,135,1050.79,True,True,True
PO00505,SUP02,SKU0015,Kidswear,2025-04-21,2025-05-19,2025-05-18,133,129,1020.11,True,True,True
PO00506,SUP02,SKU0015,Kidswear,2025-05-12,2025-06-09,2025-06-02,152,149,1165.84,True,True,True
PO00507,SUP02,SKU0015,Kidswear,2025-06-02,2025-06-30,2025-07-01,121,120,928.07,False,True,False
PO00508,SUP02,SKU0015,Kidswear,2025-06-23,2025-07-21,2025-07-20,133,127,1020.11,True,True,True
PO00509,SUP02,SKU0015,Kidswear,2025-07-14,2025-08-11,2025-08-14,148,147,1135.16,False,True,False
PO00510,SUP02,SKU0015,Kidswear,2025-08-04,2025-09-01,2025-08-31,115,115,882.05,True,True,True
PO00511,SUP02,SKU0015,Kidswear,2025-08-25,2025-09-22,2025-09-14,127,126,974.09,True,True,True
PO00512,SUP02,SKU0015,Kidswear,2025-09-15,2025-10-13,2025-10-14,158,156,1211.86,False,True,False
PO00513,SUP02,SKU0015,Kidswear,2025-10-06,2025-11-03,2025-10-27,154,146,1181.18,True,False,False
PO00514,SUP02,SKU0015,Kidswear,2025-10-27,2025-11-24,2025-11-21,156,153,1196.52,True,True,True
PO00515,SUP02,SKU0015,Kidswear,2025-11-17,2025-12-15,2025-12-16,132,130,1012.44,False,True,False
PO00516,SUP02,SKU0015,Kidswear,2025-12-08,2026-01-05,2026-01-05,133,133,1020.11,True,True,True
PO00517,SUP02,SKU0015,Kidswear,2025-12-29,2026-01-26,2026-01-26,138,134,1058.46,True,True,True
PO00518,SUP02,SKU0015,Kidswear,2026-01-19,2026-02-16,2026-02-10,113,113,866.71,True,True,True
PO00519,SUP02,SKU0015,Kidswear,2026-02-09,2026-03-09,2026-03-03,153,153,1173.51,True,True,True
PO00520,SUP02,SKU0015,Kidswear,2026-03-02,2026-03-30,2026-03-30,156,155,1196.52,True,True,True
PO00521,SUP02,SKU0015,Kidswear,2026-03-23,2026-04-20,2026-04-21,122,120,935.74,False,True,False
PO00522,SUP02,SKU0015,Kidswear,2026-04-13,2026-05-11,2026-05-06,126,126,966.42,True,True,True
PO00523,SUP02,SKU0015,Kidswear,2026-05-04,2026-06-01,2026-05-24,117,115,897.39,True,True,True
PO00524,SUP02,SKU0015,Kidswear,2026-05-25,2026-06-22,2026-06-18,159,154,1219.53,True,True,True
PO00525,SUP02,SKU0015,Kidswear,2026-06-15,2026-07-13,2026-07-08,144,144,1104.48,True,True,True
PO00526,SUP09,SKU0016,School Uniforms,2024-07-01,2024-07-22,2024-07-21,101,99,1029.19,True,True,True
PO00527,SUP09,SKU0016,School Uniforms,2024-07-22,2024-08-12,2024-08-09,77,75,784.63,True,True,True
PO00528,SUP09,SKU0016,School Uniforms,2024-08-12,2024-09-02,2024-08-30,80,78,815.2,True,True,True
PO00529,SUP09,SKU0016,School Uniforms,2024-09-02,2024-09-23,2024-09-24,81,78,825.39,False,True,False
PO00530,SUP09,SKU0016,School Uniforms,2024-09-23,2024-10-14,2024-10-13,81,81,825.39,True,True,True
PO00531,SUP09,SKU0016,School Uniforms,2024-10-14,2024-11-04,2024-10-29,85,83,866.15,True,True,True
PO00532,SUP09,SKU0016,School Uniforms,2024-11-04,2024-11-25,2024-11-27,72,69,733.68,False,True,False
PO00533,SUP09,SKU0016,School Uniforms,2024-11-25,2024-12-16,2024-12-19,73,72,743.87,False,True,False
PO00534,SUP09,SKU0016,School Uniforms,2024-12-16,2025-01-06,2025-01-03,101,100,1029.19,True,True,True
PO00535,SUP09,SKU0016,School Uniforms,2025-01-06,2025-01-27,2025-01-18,98,98,998.62,True,True,True
PO00536,SUP09,SKU0016,School Uniforms,2025-01-27,2025-02-17,2025-02-15,79,77,805.01,True,True,True
PO00537,SUP09,SKU0016,School Uniforms,2025-02-17,2025-03-10,2025-03-09,103,101,1049.57,True,True,True
PO00538,SUP09,SKU0016,School Uniforms,2025-03-10,2025-03-31,2025-03-31,107,106,1090.33,True,True,True
PO00539,SUP09,SKU0016,School Uniforms,2025-03-31,2025-04-21,2025-04-25,105,102,1069.95,False,True,False
PO00540,SUP09,SKU0016,School Uniforms,2025-04-21,2025-05-12,2025-05-14,99,99,1008.81,False,True,False
PO00541,SUP09,SKU0016,School Uniforms,2025-05-12,2025-06-02,2025-05-31,79,79,805.01,True,True,True
PO00542,SUP09,SKU0016,School Uniforms,2025-06-02,2025-06-23,2025-06-23,82,81,835.58,True,True,True
PO00543,SUP09,SKU0016,School Uniforms,2025-06-23,2025-07-14,2025-07-14,100,99,1019.0,True,True,True
PO00544,SUP09,SKU0016,School Uniforms,2025-07-14,2025-08-04,2025-08-04,81,79,825.39,True,True,True
PO00545,SUP09,SKU0016,School Uniforms,2025-08-04,2025-08-25,2025-09-03,86,83,876.34,False,True,False
PO00546,SUP09,SKU0016,School Uniforms,2025-08-25,2025-09-15,2025-09-12,86,86,876.34,True,True,True
PO00547,SUP09,SKU0016,School Uniforms,2025-09-15,2025-10-06,2025-10-07,95,95,968.05,False,True,False
PO00548,SUP09,SKU0016,School Uniforms,2025-10-06,2025-10-27,2025-10-29,105,100,1069.95,False,True,False
PO00549,SUP09,SKU0016,School Uniforms,2025-10-27,2025-11-17,2025-11-17,80,80,815.2,True,True,True
PO00550,SUP09,SKU0016,School Uniforms,2025-11-17,2025-12-08,2025-12-05,83,82,845.77,True,True,True
PO00551,SUP09,SKU0016,School Uniforms,2025-12-08,2025-12-29,2025-12-29,76,76,774.44,True,True,True
PO00552,SUP09,SKU0016,School Uniforms,2025-12-29,2026-01-19,2026-01-21,98,97,998.62,False,True,False
PO00553,SUP09,SKU0016,School Uniforms,2026-01-19,2026-02-09,2026-02-03,90,90,917.1,True,True,True
PO00554,SUP09,SKU0016,School Uniforms,2026-02-09,2026-03-02,2026-02-28,98,98,998.62,True,True,True
PO00555,SUP09,SKU0016,School Uniforms,2026-03-02,2026-03-23,2026-03-23,80,79,815.2,True,True,True
PO00556,SUP09,SKU0016,School Uniforms,2026-03-23,2026-04-13,2026-04-12,92,90,937.48,True,True,True
PO00557,SUP09,SKU0016,School Uniforms,2026-04-13,2026-05-04,2026-05-07,104,104,1059.76,False,True,False
PO00558,SUP09,SKU0016,School Uniforms,2026-05-04,2026-05-25,2026-05-24,96,93,978.24,True,True,True
PO00559,SUP09,SKU0016,School Uniforms,2026-05-25,2026-06-15,2026-06-08,100,100,1019.0,True,True,True
PO00560,SUP09,SKU0016,School Uniforms,2026-06-15,2026-07-06,2026-07-13,105,102,1069.95,False,True,False
PO00561,SUP09,SKU0017,School Uniforms,2024-07-01,2024-07-22,2024-07-27,79,79,774.2,False,True,False
PO00562,SUP09,SKU0017,School Uniforms,2024-07-22,2024-08-12,2024-08-12,62,61,607.6,True,True,True
PO00563,SUP09,SKU0017,School Uniforms,2024-08-12,2024-09-02,2024-08-30,68,67,666.4,True,True,True
PO00564,SUP09,SKU0017,School Uniforms,2024-09-02,2024-09-23,2024-09-23,89,89,872.2,True,True,True
PO00565,SUP09,SKU0017,School Uniforms,2024-09-23,2024-10-14,2024-10-08,83,83,813.4,True,True,True
PO00566,SUP09,SKU0017,School Uniforms,2024-10-14,2024-11-04,2024-11-01,79,78,774.2,True,True,True
PO00567,SUP09,SKU0017,School Uniforms,2024-11-04,2024-11-25,2024-11-21,66,65,646.8,True,True,True
PO00568,SUP09,SKU0017,School Uniforms,2024-11-25,2024-12-16,2024-12-13,74,74,725.2,True,True,True
PO00569,SUP09,SKU0017,School Uniforms,2024-12-16,2025-01-06,2025-01-06,85,84,833.0,True,True,True
PO00570,SUP09,SKU0017,School Uniforms,2025-01-06,2025-01-27,2025-01-25,88,85,862.4,True,True,True
PO00571,SUP09,SKU0017,School Uniforms,2025-01-27,2025-02-17,2025-02-15,85,83,833.0,True,True,True
PO00572,SUP09,SKU0017,School Uniforms,2025-02-17,2025-03-10,2025-03-08,75,75,735.0,True,True,True
PO00573,SUP09,SKU0017,School Uniforms,2025-03-10,2025-03-31,2025-03-31,66,64,646.8,True,True,True
PO00574,SUP09,SKU0017,School Uniforms,2025-03-31,2025-04-21,2025-04-21,81,77,793.8,True,True,True
PO00575,SUP09,SKU0017,School Uniforms,2025-04-21,2025-05-12,2025-05-17,75,74,735.0,False,True,False
PO00576,SUP09,SKU0017,School Uniforms,2025-05-12,2025-06-02,2025-06-04,79,78,774.2,False,True,False
PO00577,SUP09,SKU0017,School Uniforms,2025-06-02,2025-06-23,2025-06-15,84,84,823.2,True,True,True
PO00578,SUP09,SKU0017,School Uniforms,2025-06-23,2025-07-14,2025-07-10,64,63,627.2,True,True,True
PO00579,SUP09,SKU0017,School Uniforms,2025-07-14,2025-08-04,2025-08-02,87,87,852.6,True,True,True
PO00580,SUP09,SKU0017,School Uniforms,2025-08-04,2025-08-25,2025-08-27,66,64,646.8,False,True,False
PO00581,SUP09,SKU0017,School Uniforms,2025-08-25,2025-09-15,2025-09-20,62,62,607.6,False,True,False
PO00582,SUP09,SKU0017,School Uniforms,2025-09-15,2025-10-06,2025-10-02,63,62,617.4,True,True,True
PO00583,SUP09,SKU0017,School Uniforms,2025-10-06,2025-10-27,2025-10-27,83,82,813.4,True,True,True
PO00584,SUP09,SKU0017,School Uniforms,2025-10-27,2025-11-17,2025-11-16,79,77,774.2,True,True,True
PO00585,SUP09,SKU0017,School Uniforms,2025-11-17,2025-12-08,2025-12-10,73,71,715.4,False,True,False
PO00586,SUP09,SKU0017,School Uniforms,2025-12-08,2025-12-29,2025-12-26,65,64,637.0,True,True,True
PO00587,SUP09,SKU0017,School Uniforms,2025-12-29,2026-01-19,2026-01-23,64,64,627.2,False,True,False
PO00588,SUP09,SKU0017,School Uniforms,2026-01-19,2026-02-09,2026-02-10,69,68,676.2,False,True,False
PO00589,SUP09,SKU0017,School Uniforms,2026-02-09,2026-03-02,2026-03-02,62,61,607.6,True,True,True
PO00590,SUP09,SKU0017,School Uniforms,2026-03-02,2026-03-23,2026-03-20,66,65,646.8,True,True,True
PO00591,SUP09,SKU0017,School Uniforms,2026-03-23,2026-04-13,2026-04-11,68,68,666.4,True,True,True
PO00592,SUP09,SKU0017,School Uniforms,2026-04-13,2026-05-04,2026-05-08,76,76,744.8,False,True,False
PO00593,SUP09,SKU0017,School Uniforms,2026-05-04,2026-05-25,2026-05-25,78,76,764.4,True,True,True
PO00594,SUP09,SKU0017,School Uniforms,2026-05-25,2026-06-15,2026-06-12,80,78,784.0,True,True,True
PO00595,SUP09,SKU0017,School Uniforms,2026-06-15,2026-07-06,2026-07-05,73,71,715.4,True,True,True
PO00596,SUP09,SKU0018,School Uniforms,2024-07-01,2024-07-22,2024-07-18,106,106,813.02,True,True,True
PO00597,SUP09,SKU0018,School Uniforms,2024-07-22,2024-08-12,2024-08-10,107,105,820.69,True,True,True
PO00598,SUP09,SKU0018,School Uniforms,2024-08-12,2024-09-02,2024-08-28,132,132,1012.44,True,True,True
PO00599,SUP09,SKU0018,School Uniforms,2024-09-02,2024-09-23,2024-09-23,125,121,958.75,True,True,True
PO00600,SUP09,SKU0018,School Uniforms,2024-09-23,2024-10-14,2024-10-10,121,121,928.07,True,True,True
PO00601,SUP09,SKU0018,School Uniforms,2024-10-14,2024-11-04,2024-11-04,99,94,759.33,True,False,False
PO00602,SUP09,SKU0018,School Uniforms,2024-11-04,2024-11-25,2024-11-26,140,140,1073.8,False,True,False
PO00603,SUP09,SKU0018,School Uniforms,2024-11-25,2024-12-16,2024-12-10,142,141,1089.14,True,True,True
PO00604,SUP09,SKU0018,School Uniforms,2024-12-16,2025-01-06,2024-12-31,106,105,813.02,True,True,True
PO00605,SUP09,SKU0018,School Uniforms,2025-01-06,2025-01-27,2025-01-25,116,112,889.72,True,True,True
PO00606,SUP09,SKU0018,School Uniforms,2025-01-27,2025-02-17,2025-02-15,97,96,743.99,True,True,True
PO00607,SUP09,SKU0018,School Uniforms,2025-02-17,2025-03-10,2025-03-08,141,140,1081.47,True,True,True
PO00608,SUP09,SKU0018,School Uniforms,2025-03-10,2025-03-31,2025-03-29,111,109,851.37,True,True,True
PO00609,SUP09,SKU0018,School Uniforms,2025-03-31,2025-04-21,2025-04-14,132,132,1012.44,True,True,True
PO00610,SUP09,SKU0018,School Uniforms,2025-04-21,2025-05-12,2025-05-12,120,120,920.4,True,True,True
PO00611,SUP09,SKU0018,School Uniforms,2025-05-12,2025-06-02,2025-05-26,143,142,1096.81,True,True,True
PO00612,SUP09,SKU0018,School Uniforms,2025-06-02,2025-06-23,2025-06-23,108,106,828.36,True,True,True
PO00613,SUP09,SKU0018,School Uniforms,2025-06-23,2025-07-14,2025-07-16,143,143,1096.81,False,True,False
PO00614,SUP09,SKU0018,School Uniforms,2025-07-14,2025-08-04,2025-07-27,126,126,966.42,True,True,True
PO00615,SUP09,SKU0018,School Uniforms,2025-08-04,2025-08-25,2025-08-26,105,103,805.35,False,True,False
PO00616,SUP09,SKU0018,School Uniforms,2025-08-25,2025-09-15,2025-09-17,110,110,843.7,False,True,False
PO00617,SUP09,SKU0018,School Uniforms,2025-09-15,2025-10-06,2025-10-05,143,143,1096.81,True,True,True
PO00618,SUP09,SKU0018,School Uniforms,2025-10-06,2025-10-27,2025-10-23,108,108,828.36,True,True,True
PO00619,SUP09,SKU0018,School Uniforms,2025-10-27,2025-11-17,2025-11-17,122,121,935.74,True,True,True
PO00620,SUP09,SKU0018,School Uniforms,2025-11-17,2025-12-08,2025-12-12,115,112,882.05,False,True,False
PO00621,SUP09,SKU0018,School Uniforms,2025-12-08,2025-12-29,2025-12-29,111,111,851.37,True,True,True
PO00622,SUP09,SKU0018,School Uniforms,2025-12-29,2026-01-19,2026-01-14,136,130,1043.12,True,True,True
PO00623,SUP09,SKU0018,School Uniforms,2026-01-19,2026-02-09,2026-02-05,132,130,1012.44,True,True,True
PO00624,SUP09,SKU0018,School Uniforms,2026-02-09,2026-03-02,2026-02-27,111,110,851.37,True,True,True
PO00625,SUP09,SKU0018,School Uniforms,2026-03-02,2026-03-23,2026-03-24,109,109,836.03,False,True,False
PO00626,SUP09,SKU0018,School Uniforms,2026-03-23,2026-04-13,2026-04-12,123,123,943.41,True,True,True
PO00627,SUP09,SKU0018,School Uniforms,2026-04-13,2026-05-04,2026-04-29,103,103,790.01,True,True,True
PO00628,SUP09,SKU0018,School Uniforms,2026-05-04,2026-05-25,2026-05-28,117,117,897.39,False,True,False
PO00629,SUP09,SKU0018,School Uniforms,2026-05-25,2026-06-15,2026-06-15,138,136,1058.46,True,True,True
PO00630,SUP09,SKU0018,School Uniforms,2026-06-15,2026-07-06,2026-07-04,139,138,1066.13,True,True,True
PO00631,SUP09,SKU0019,School Uniforms,2024-07-01,2024-07-22,2024-07-20,105,103,1036.35,True,True,True
PO00632,SUP09,SKU0019,School Uniforms,2024-07-22,2024-08-12,2024-08-08,124,119,1223.88,True,True,True
PO00633,SUP09,SKU0019,School Uniforms,2024-08-12,2024-09-02,2024-09-07,110,110,1085.7,False,True,False
PO00634,SUP09,SKU0019,School Uniforms,2024-09-02,2024-09-23,2024-09-24,106,106,1046.22,False,True,False
PO00635,SUP09,SKU0019,School Uniforms,2024-09-23,2024-10-14,2024-10-14,130,125,1283.1,True,True,True
PO00636,SUP09,SKU0019,School Uniforms,2024-10-14,2024-11-04,2024-10-31,126,125,1243.62,True,True,True
PO00637,SUP09,SKU0019,School Uniforms,2024-11-04,2024-11-25,2024-11-25,134,134,1322.58,True,True,True
PO00638,SUP09,SKU0019,School Uniforms,2024-11-25,2024-12-16,2024-12-12,118,113,1164.66,True,True,True
PO00639,SUP09,SKU0019,School Uniforms,2024-12-16,2025-01-06,2025-01-03,98,95,967.26,True,True,True
PO00640,SUP09,SKU0019,School Uniforms,2025-01-06,2025-01-27,2025-01-25,115,112,1135.05,True,True,True
PO00641,SUP09,SKU0019,School Uniforms,2025-01-27,2025-02-17,2025-02-19,140,140,1381.8,False,True,False
PO00642,SUP09,SKU0019,School Uniforms,2025-02-17,2025-03-10,2025-03-11,96,93,947.52,False,True,False
PO00643,SUP09,SKU0019,School Uniforms,2025-03-10,2025-03-31,2025-03-31,96,94,947.52,True,True,True
PO00644,SUP09,SKU0019,School Uniforms,2025-03-31,2025-04-21,2025-04-18,139,139,1371.93,True,True,True
PO00645,SUP09,SKU0019,School Uniforms,2025-04-21,2025-05-12,2025-05-01,99,99,977.13,True,True,True
PO00646,SUP09,SKU0019,School Uniforms,2025-05-12,2025-06-02,2025-05-30,125,125,1233.75,True,True,True
PO00647,SUP09,SKU0019,School Uniforms,2025-06-02,2025-06-23,2025-06-17,103,100,1016.61,True,True,True
PO00648,SUP09,SKU0019,School Uniforms,2025-06-23,2025-07-14,2025-07-07,131,131,1292.97,True,True,True
PO00649,SUP09,SKU0019,School Uniforms,2025-07-14,2025-08-04,2025-07-30,120,118,1184.4,True,True,True
PO00650,SUP09,SKU0019,School Uniforms,2025-08-04,2025-08-25,2025-08-27,131,131,1292.97,False,True,False
PO00651,SUP09,SKU0019,School Uniforms,2025-08-25,2025-09-15,2025-09-13,106,104,1046.22,True,True,True
PO00652,SUP09,SKU0019,School Uniforms,2025-09-15,2025-10-06,2025-10-01,131,131,1292.97,True,True,True
PO00653,SUP09,SKU0019,School Uniforms,2025-10-06,2025-10-27,2025-10-22,114,112,1125.18,True,True,True
PO00654,SUP09,SKU0019,School Uniforms,2025-10-27,2025-11-17,2025-11-12,125,124,1233.75,True,True,True
PO00655,SUP09,SKU0019,School Uniforms,2025-11-17,2025-12-08,2025-11-30,129,127,1273.23,True,True,True
PO00656,SUP09,SKU0019,School Uniforms,2025-12-08,2025-12-29,2025-12-26,100,98,987.0,True,True,True
PO00657,SUP09,SKU0019,School Uniforms,2025-12-29,2026-01-19,2026-01-25,99,98,977.13,False,True,False
PO00658,SUP09,SKU0019,School Uniforms,2026-01-19,2026-02-09,2026-02-02,109,107,1075.83,True,True,True
PO00659,SUP09,SKU0019,School Uniforms,2026-02-09,2026-03-02,2026-02-26,120,120,1184.4,True,True,True
PO00660,SUP09,SKU0019,School Uniforms,2026-03-02,2026-03-23,2026-03-21,141,138,1391.67,True,True,True
PO00661,SUP09,SKU0019,School Uniforms,2026-03-23,2026-04-13,2026-04-10,138,136,1362.06,True,True,True
PO00662,SUP09,SKU0019,School Uniforms,2026-04-13,2026-05-04,2026-05-01,103,103,1016.61,True,True,True
PO00663,SUP09,SKU0019,School Uniforms,2026-05-04,2026-05-25,2026-05-24,109,107,1075.83,True,True,True
PO00664,SUP09,SKU0019,School Uniforms,2026-05-25,2026-06-15,2026-06-14,115,113,1135.05,True,True,True
PO00665,SUP09,SKU0019,School Uniforms,2026-06-15,2026-07-06,2026-07-10,97,94,957.39,False,True,False
PO00666,SUP09,SKU0020,School Uniforms,2024-07-01,2024-07-22,2024-07-15,79,78,745.76,True,True,True
PO00667,SUP09,SKU0020,School Uniforms,2024-07-22,2024-08-12,2024-08-12,67,67,632.48,True,True,True
PO00668,SUP09,SKU0020,School Uniforms,2024-08-12,2024-09-02,2024-09-02,84,83,792.96,True,True,True
PO00669,SUP09,SKU0020,School Uniforms,2024-09-02,2024-09-23,2024-09-21,77,76,726.88,True,True,True
PO00670,SUP09,SKU0020,School Uniforms,2024-09-23,2024-10-14,2024-10-11,70,68,660.8,True,True,True
PO00671,SUP09,SKU0020,School Uniforms,2024-10-14,2024-11-04,2024-11-04,83,82,783.52,True,True,True
PO00672,SUP09,SKU0020,School Uniforms,2024-11-04,2024-11-25,2024-11-25,78,78,736.32,True,True,True
PO00673,SUP09,SKU0020,School Uniforms,2024-11-25,2024-12-16,2024-12-15,83,82,783.52,True,True,True
PO00674,SUP09,SKU0020,School Uniforms,2024-12-16,2025-01-06,2025-01-04,89,87,840.16,True,True,True
PO00675,SUP09,SKU0020,School Uniforms,2025-01-06,2025-01-27,2025-01-27,76,74,717.44,True,True,True
PO00676,SUP09,SKU0020,School Uniforms,2025-01-27,2025-02-17,2025-02-16,89,87,840.16,True,True,True
PO00677,SUP09,SKU0020,School Uniforms,2025-02-17,2025-03-10,2025-03-11,85,83,802.4,False,True,False
PO00678,SUP09,SKU0020,School Uniforms,2025-03-10,2025-03-31,2025-04-01,89,88,840.16,False,True,False
PO00679,SUP09,SKU0020,School Uniforms,2025-03-31,2025-04-21,2025-04-21,88,87,830.72,True,True,True
PO00680,SUP09,SKU0020,School Uniforms,2025-04-21,2025-05-12,2025-05-13,62,62,585.28,False,True,False
PO00681,SUP09,SKU0020,School Uniforms,2025-05-12,2025-06-02,2025-05-30,75,74,708.0,True,True,True
PO00682,SUP09,SKU0020,School Uniforms,2025-06-02,2025-06-23,2025-06-18,75,73,708.0,True,True,True
PO00683,SUP09,SKU0020,School Uniforms,2025-06-23,2025-07-14,2025-07-04,68,68,641.92,True,True,True
PO00684,SUP09,SKU0020,School Uniforms,2025-07-14,2025-08-04,2025-08-07,75,74,708.0,False,True,False
PO00685,SUP09,SKU0020,School Uniforms,2025-08-04,2025-08-25,2025-08-23,69,68,651.36,True,True,True
PO00686,SUP09,SKU0020,School Uniforms,2025-08-25,2025-09-15,2025-09-13,66,66,623.04,True,True,True
PO00687,SUP09,SKU0020,School Uniforms,2025-09-15,2025-10-06,2025-10-06,80,80,755.2,True,True,True
PO00688,SUP09,SKU0020,School Uniforms,2025-10-06,2025-10-27,2025-11-01,70,68,660.8,False,True,False
PO00689,SUP09,SKU0020,School Uniforms,2025-10-27,2025-11-17,2025-11-13,70,70,660.8,True,True,True
PO00690,SUP09,SKU0020,School Uniforms,2025-11-17,2025-12-08,2025-12-08,66,64,623.04,True,True,True
PO00691,SUP09,SKU0020,School Uniforms,2025-12-08,2025-12-29,2025-12-24,61,61,575.84,True,True,True
PO00692,SUP09,SKU0020,School Uniforms,2025-12-29,2026-01-19,2026-01-19,67,67,632.48,True,True,True
PO00693,SUP09,SKU0020,School Uniforms,2026-01-19,2026-02-09,2026-02-02,88,86,830.72,True,True,True
PO00694,SUP09,SKU0020,School Uniforms,2026-02-09,2026-03-02,2026-02-24,81,81,764.64,True,True,True
PO00695,SUP09,SKU0020,School Uniforms,2026-03-02,2026-03-23,2026-03-23,64,63,604.16,True,True,True
PO00696,SUP09,SKU0020,School Uniforms,2026-03-23,2026-04-13,2026-04-15,65,64,613.6,False,True,False
PO00697,SUP09,SKU0020,School Uniforms,2026-04-13,2026-05-04,2026-05-03,87,86,821.28,True,True,True
PO00698,SUP09,SKU0020,School Uniforms,2026-05-04,2026-05-25,2026-05-18,63,62,594.72,True,True,True
PO00699,SUP09,SKU0020,School Uniforms,2026-05-25,2026-06-15,2026-06-12,60,58,566.4,True,True,True
PO00700,SUP09,SKU0020,School Uniforms,2026-06-15,2026-07-06,2026-07-06,71,68,670.24,True,True,True
PO00701,SUP08,SKU0021,Sportswear,2024-07-01,2024-08-19,2024-08-19,55,55,774.95,True,True,True
PO00702,SUP08,SKU0021,Sportswear,2024-07-22,2024-09-09,2024-09-09,52,52,732.68,True,True,True
PO00703,SUP08,SKU0021,Sportswear,2024-08-12,2024-09-30,2024-09-29,70,69,986.3,True,True,True
PO00704,SUP08,SKU0021,Sportswear,2024-09-02,2024-10-21,2024-10-21,55,55,774.95,True,True,True
PO00705,SUP08,SKU0021,Sportswear,2024-09-23,2024-11-11,2024-11-11,68,68,958.12,True,True,True
PO00706,SUP08,SKU0021,Sportswear,2024-10-14,2024-12-02,2024-12-03,66,66,929.94,False,True,False
PO00707,SUP08,SKU0021,Sportswear,2024-11-04,2024-12-23,2024-12-16,70,70,986.3,True,True,True
PO00708,SUP08,SKU0021,Sportswear,2024-11-25,2025-01-13,2025-01-06,66,65,929.94,True,True,True
PO00709,SUP08,SKU0021,Sportswear,2024-12-16,2025-02-03,2025-02-02,48,47,676.32,True,True,True
PO00710,SUP08,SKU0021,Sportswear,2025-01-06,2025-02-24,2025-02-20,62,61,873.58,True,True,True
PO00711,SUP08,SKU0021,Sportswear,2025-01-27,2025-03-17,2025-03-17,54,54,760.86,True,True,True
PO00712,SUP08,SKU0021,Sportswear,2025-02-17,2025-04-07,2025-04-07,58,58,817.22,True,True,True
PO00713,SUP08,SKU0021,Sportswear,2025-03-10,2025-04-28,2025-04-28,58,58,817.22,True,True,True
PO00714,SUP08,SKU0021,Sportswear,2025-03-31,2025-05-19,2025-05-20,69,69,972.21,False,True,False
PO00715,SUP08,SKU0021,Sportswear,2025-04-21,2025-06-09,2025-06-06,60,59,845.4,True,True,True
PO00716,SUP08,SKU0021,Sportswear,2025-05-12,2025-06-30,2025-06-30,60,60,845.4,True,True,True
PO00717,SUP08,SKU0021,Sportswear,2025-06-02,2025-07-21,2025-07-21,61,61,859.49,True,True,True
PO00718,SUP08,SKU0021,Sportswear,2025-06-23,2025-08-11,2025-08-18,54,53,760.86,False,True,False
PO00719,SUP08,SKU0021,Sportswear,2025-07-14,2025-09-01,2025-08-29,71,70,1000.39,True,True,True
PO00720,SUP08,SKU0021,Sportswear,2025-08-04,2025-09-22,2025-09-23,60,60,845.4,False,True,False
PO00721,SUP08,SKU0021,Sportswear,2025-08-25,2025-10-13,2025-10-12,62,61,873.58,True,True,True
