date_key,store_id,product_id,units_sold,gross_sales_value,discount_value,net_sales_value,cogs_value,cash_sales_value,credit_sales_value,cash_transactions,credit_transactions
2024-10-07,ST004,SKU0017,5.19,112.95,0.0,112.95,50.82,45.67,67.28,0.66,0.97
2024-10-14,ST004,SKU0017,4.99,108.6,0.0,108.6,48.87,53.0,55.6,0.76,0.8
2024-10-21,ST004,SKU0017,4.87,105.98,0.0,105.98,47.69,45.08,60.91,0.65,0.87
2024-10-28,ST004,SKU0017,4.61,100.47,0.0,100.47,45.21,47.75,52.72,0.69,0.76
2024-11-04,ST004,SKU0017,4.45,96.99,0.0,96.99,43.64,39.63,57.36,0.57,0.82
2024-11-11,ST004,SKU0017,5.59,121.74,0.0,121.74,54.78,44.91,76.83,0.64,1.1
2024-11-18,ST004,SKU0017,5.52,120.24,0.0,120.24,54.1,37.25,82.99,0.53,1.19
2024-11-25,ST004,SKU0017,4.34,94.63,0.0,94.63,42.58,38.56,56.07,0.55,0.8
2024-12-02,ST004,SKU0017,12.18,265.34,0.0,265.34,119.39,111.31,154.03,1.6,2.21
2024-12-09,ST004,SKU0017,9.64,209.94,0.0,209.94,94.46,98.59,111.35,1.41,1.6
2024-12-16,ST004,SKU0017,8.22,178.99,0.0,178.99,80.54,46.64,132.35,0.67,1.9
2024-12-23,ST004,SKU0017,6.3,137.2,0.0,137.2,61.73,60.7,76.49,0.87,1.1
2024-12-30,ST004,SKU0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06,ST004,SKU0017,7.88,171.71,0.0,171.71,77.26,69.67,102.04,1.0,1.46
2025-01-13,ST004,SKU0017,7.12,155.11,0.0,155.11,69.79,79.73,75.39,1.14,1.08
2025-01-20,ST004,SKU0017,5.96,129.71,0.0,129.71,58.36,56.82,72.89,0.82,1.05
2025-01-27,ST004,SKU0017,1.04,22.63,0.0,22.63,10.18,11.1,11.53,0.16,0.17
2025-02-03,ST004,SKU0017,5.18,112.73,0.0,112.73,50.72,42.6,70.13,0.61,1.01
2025-02-10,ST004,SKU0017,4.1,89.29,0.0,89.29,40.18,35.24,54.05,0.51,0.78
2025-02-17,ST004,SKU0017,5.11,111.33,0.0,111.33,50.09,52.34,58.99,0.75,0.85
2025-02-24,ST004,SKU0017,4.34,94.61,0.0,94.61,42.57,35.1,59.51,0.5,0.85
2025-03-03,ST004,SKU0017,4.7,102.4,0.0,102.4,46.08,38.24,64.16,0.55,0.92
2025-03-10,ST004,SKU0017,4.69,102.18,0.0,102.18,45.97,37.29,64.89,0.54,0.93
2025-03-17,ST004,SKU0017,5.25,114.35,0.0,114.35,51.45,44.38,69.97,0.64,1.0
2025-03-24,ST004,SKU0017,5.01,109.04,0.0,109.04,49.06,46.61,62.43,0.67,0.9
2025-03-31,ST004,SKU0017,4.17,90.87,0.0,90.87,40.89,40.16,50.72,0.58,0.73
2025-04-07,ST004,SKU0017,7.18,156.29,0.0,156.29,70.32,66.07,90.22,0.95,1.29
2025-04-14,ST004,SKU0017,6.89,150.02,0.0,150.02,67.5,59.82,90.2,0.86,1.29
2025-04-21,ST004,SKU0017,7.05,153.44,0.0,153.44,69.04,63.99,89.46,0.92,1.28
2025-04-28,ST004,SKU0017,6.01,130.87,0.0,130.87,58.88,64.25,66.61,0.92,0.96
2025-05-05,ST004,SKU0017,4.58,99.81,0.0,99.81,44.91,41.48,58.33,0.6,0.84
2025-05-12,ST004,SKU0017,5.7,124.13,0.0,124.13,55.85,49.05,75.08,0.7,1.08
2025-05-19,ST004,SKU0017,5.14,112.0,0.0,112.0,50.39,33.9,78.1,0.49,1.12
2025-05-26,ST004,SKU0017,3.81,83.0,0.0,83.0,37.35,34.11,48.89,0.49,0.7
2025-06-02,ST004,SKU0017,5.11,111.38,0.0,111.38,50.11,52.07,59.3,0.75,0.85
2025-06-09,ST004,SKU0017,5.48,119.37,0.0,119.37,53.71,39.7,79.66,0.57,1.14
2025-06-16,ST004,SKU0017,5.76,125.47,0.0,125.47,56.46,44.25,81.22,0.63,1.17
2025-06-23,ST004,SKU0017,5.52,120.17,0.0,120.17,54.07,46.82,73.35,0.67,1.05
2025-06-30,ST004,SKU0017,6.63,144.39,0.0,144.39,64.97,55.26,89.13,0.79,1.28
2025-07-07,ST004,SKU0017,4.96,107.93,0.0,107.93,48.56,45.35,62.59,0.65,0.9
2025-07-14,ST004,SKU0017,4.85,105.73,0.0,105.73,47.57,38.31,67.42,0.55,0.97
2025-07-21,ST004,SKU0017,6.32,137.7,0.0,137.7,61.96,52.56,85.14,0.75,1.22
2025-07-28,ST004,SKU0017,4.61,100.45,0.0,100.45,45.2,40.86,59.59,0.59,0.86
2025-08-04,ST004,SKU0017,7.16,156.0,0.0,156.0,70.19,58.96,97.03,0.85,1.39
2025-08-11,ST004,SKU0017,7.8,169.9,0.0,169.9,76.45,71.34,98.57,1.02,1.41
2025-08-18,ST004,SKU0017,7.02,152.83,0.0,152.83,68.77,67.26,85.56,0.97,1.23
2025-08-25,ST004,SKU0017,6.29,136.93,0.0,136.93,61.61,52.44,84.49,0.75,1.21
2025-09-01,ST004,SKU0017,4.99,108.61,0.0,108.61,48.87,49.82,58.79,0.71,0.84
2025-09-08,ST004,SKU0017,4.59,100.04,0.0,100.04,45.01,39.65,60.39,0.57,0.87
2025-09-15,ST004,SKU0017,3.73,81.35,0.0,81.35,36.6,30.71,50.63,0.44,0.73
2025-09-22,ST004,SKU0017,4.01,87.33,0.0,87.33,39.29,29.88,57.45,0.43,0.82
2025-09-29,ST004,SKU0017,5.22,113.68,0.0,113.68,51.15,65.73,47.95,0.94,0.69
2025-10-06,ST004,SKU0017,5.12,111.44,0.0,111.44,50.14,47.79,63.65,0.69,0.91
2025-10-13,ST004,SKU0017,4.54,98.96,0.0,98.96,44.53,35.61,63.35,0.51,0.91
2025-10-20,ST004,SKU0017,6.23,135.77,0.0,135.77,61.09,50.5,85.27,0.72,1.22
2025-10-27,ST004,SKU0017,3.8,82.77,0.0,82.77,37.24,35.13,47.63,0.5,0.68
2025-11-03,ST004,SKU0017,4.74,103.28,0.0,103.28,46.47,45.65,57.63,0.66,0.83
2025-11-10,ST004,SKU0017,5.94,129.39,0.0,129.39,58.22,55.72,73.66,0.8,1.06
2025-11-17,ST004,SKU0017,5.14,111.87,0.0,111.87,50.33,49.8,62.06,0.71,0.89
2025-11-24,ST004,SKU0017,6.62,144.25,0.0,144.25,64.9,75.89,68.35,1.09,0.98
2025-12-01,ST004,SKU0017,9.09,198.02,0.0,198.02,89.1,91.03,106.99,1.31,1.54
2025-12-08,ST004,SKU0017,11.48,249.93,0.0,249.93,112.46,111.69,138.24,1.6,1.98
2025-12-15,ST004,SKU0017,9.37,204.18,0.0,204.18,91.87,79.09,125.1,1.13,1.79
2025-12-22,ST004,SKU0017,2.96,64.43,0.0,64.43,28.99,22.89,41.54,0.33,0.6
2025-12-29,ST004,SKU0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,ST004,SKU0017,6.67,145.2,0.0,145.2,65.33,56.58,88.61,0.81,1.27
2026-01-12,ST004,SKU0017,6.11,133.14,0.0,133.14,59.91,57.99,75.15,0.83,1.08
2026-01-19,ST004,SKU0017,6.99,152.26,0.0,152.26,68.51,51.78,100.48,0.74,1.44
2026-01-26,ST004,SKU0017,2.23,48.56,0.0,48.56,21.85,15.7,32.86,0.23,0.47
2026-02-02,ST004,SKU0017,4.14,90.08,0.0,90.08,40.53,41.37,48.72,0.59,0.7
2026-02-09,ST004,SKU0017,5.39,117.49,0.0,117.49,52.86,44.23,73.25,0.63,1.05
2026-02-16,ST004,SKU0017,4.53,98.72,0.0,98.72,44.42,42.96,55.77,0.62,0.8
2026-02-23,ST004,SKU0017,5.23,113.84,0.0,113.84,51.22,42.92,70.92,0.62,1.02
2026-03-02,ST004,SKU0017,5.6,121.89,0.0,121.89,54.84,53.73,68.16,0.77,0.98
2026-03-09,ST004,SKU0017,5.8,126.37,0.0,126.37,56.86,51.78,74.59,0.74,1.07
2026-03-16,ST004,SKU0017,5.49,119.49,0.0,119.49,53.76,47.89,71.6,0.69,1.03
2026-03-23,ST004,SKU0017,5.32,115.97,0.0,115.97,52.18,49.88,66.09,0.72,0.95
2026-03-30,ST004,SKU0017,5.51,119.98,0.0,119.98,53.99,52.58,67.41,0.75,0.97
2026-04-06,ST004,SKU0017,5.41,117.9,0.0,117.9,53.05,44.91,72.99,0.64,1.05
2026-04-13,ST004,SKU0017,7.07,153.98,0.0,153.98,69.28,67.07,86.92,0.96,1.25
2026-04-20,ST004,SKU0017,6.51,141.76,0.0,141.76,63.79,62.33,79.44,0.89,1.14
2026-04-27,ST004,SKU0017,6.41,139.57,0.0,139.57,62.8,63.94,75.63,0.92,1.09
2026-05-04,ST004,SKU0017,4.51,98.33,0.0,98.33,44.24,46.74,51.58,0.67,0.74
2026-05-11,ST004,SKU0017,5.8,126.28,0.0,126.28,56.82,51.99,74.29,0.75,1.07
2026-05-18,ST004,SKU0017,4.61,100.43,0.0,100.43,45.19,37.9,62.53,0.54,0.9
2026-05-25,ST004,SKU0017,4.34,94.6,0.0,94.6,42.57,34.63,59.97,0.5,0.86
2026-06-01,ST004,SKU0017,4.89,106.54,0.0,106.54,47.94,40.94,65.6,0.59,0.94
2026-06-08,ST004,SKU0017,4.03,87.86,0.0,87.86,39.53,34.09,53.77,0.49,0.77
2026-06-15,ST004,SKU0017,5.06,110.11,0.0,110.11,49.55,43.52,66.59,0.62,0.96
2026-06-22,ST004,SKU0017,4.46,97.21,0.0,97.21,43.74,28.45,68.76,0.41,0.99
2024-07-01,ST005,SKU0017,5.69,123.87,0.0,123.87,55.74,47.74,76.13,0.68,1.09
2024-07-08,ST005,SKU0017,5.19,113.09,0.0,113.09,50.89,44.83,68.26,0.64,0.98
2024-07-15,ST005,SKU0017,5.3,115.4,0.0,115.4,51.92,46.09,69.31,0.66,0.99
2024-07-22,ST005,SKU0017,5.06,110.19,0.0,110.19,49.58,46.89,63.3,0.67,0.91
2024-07-29,ST005,SKU0017,5.59,121.68,0.0,121.68,54.75,55.55,66.12,0.8,0.95
2024-08-05,ST005,SKU0017,6.3,137.24,0.0,137.24,61.75,54.88,82.36,0.79,1.18
2024-08-12,ST005,SKU0017,5.65,123.09,0.0,123.09,55.38,44.72,78.37,0.64,1.12
2024-08-19,ST005,SKU0017,6.83,148.86,0.0,148.86,66.98,63.18,85.67,0.91,1.23
2024-08-26,ST005,SKU0017,6.9,150.3,0.0,150.3,67.63,63.28,87.02,0.91,1.25
2024-09-02,ST005,SKU0017,4.79,104.39,0.0,104.39,46.97,37.43,66.96,0.54,0.96
2024-09-09,ST005,SKU0017,4.52,98.42,0.0,98.42,44.28,41.53,56.89,0.6,0.82
2024-09-16,ST005,SKU0017,4.77,103.96,0.0,103.96,46.78,27.66,76.3,0.4,1.09
2024-09-23,ST005,SKU0017,5.38,117.21,0.0,117.21,52.74,39.96,77.25,0.57,1.11
2024-09-30,ST005,SKU0017,5.12,111.42,0.0,111.42,50.14,36.88,74.55,0.53,1.07
2024-10-07,ST005,SKU0017,5.01,109.09,0.0,109.09,49.09,26.61,82.49,0.38,1.18
2024-10-14,ST005,SKU0017,4.98,108.46,0.0,108.46,48.8,37.27,71.19,0.53,1.02
2024-10-21,ST005,SKU0017,4.24,92.33,0.0,92.33,41.55,39.3,53.04,0.56,0.76
2024-10-28,ST005,SKU0017,4.93,107.35,0.0,107.35,48.3,40.28,67.07,0.58,0.96
2024-11-04,ST005,SKU0017,4.57,99.43,0.0,99.43,44.74,42.97,56.47,0.62,0.81
2024-11-11,ST005,SKU0017,4.74,103.22,0.0,103.22,46.44,47.67,55.55,0.68,0.8
2024-11-18,ST005,SKU0017,5.74,124.97,0.0,124.97,56.23,57.32,67.65,0.82,0.97
2024-11-25,ST005,SKU0017,5.58,121.55,0.0,121.55,54.69,43.4,78.15,0.62,1.12
2024-12-02,ST005,SKU0017,9.51,207.12,0.0,207.12,93.19,78.13,128.98,1.12,1.85
2024-12-09,ST005,SKU0017,10.4,226.52,0.0,226.52,101.92,87.63,138.89,1.26,1.99
2024-12-16,ST005,SKU0017,9.17,199.81,0.0,199.81,89.91,93.97,105.84,1.35,1.52
2024-12-23,ST005,SKU0017,8.04,175.15,0.0,175.15,78.81,62.38,112.76,0.9,1.62
2024-12-30,ST005,SKU0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06,ST005,SKU0017,7.16,155.9,0.0,155.9,70.15,63.97,91.93,0.92,1.32
2025-01-13,ST005,SKU0017,7.2,156.78,0.0,156.78,70.54,43.55,113.23,0.62,1.62
2025-01-20,ST005,SKU0017,6.1,132.91,0.0,132.91,59.8,49.64,83.27,0.71,1.19
2025-01-27,ST005,SKU0017,1.54,33.58,0.0,33.58,15.11,11.36,22.22,0.16,0.32
2025-02-03,ST005,SKU0017,4.39,95.63,0.0,95.63,43.03,35.56,60.08,0.51,0.86
2025-02-10,ST005,SKU0017,5.8,126.23,0.0,126.23,56.8,35.31,90.92,0.51,1.3
2025-02-17,ST005,SKU0017,3.41,74.25,0.0,74.25,33.41,35.21,39.04,0.51,0.56
2025-02-24,ST005,SKU0017,4.08,88.9,0.0,88.9,40.0,32.64,56.26,0.47,0.81
2025-03-03,ST005,SKU0017,4.1,89.29,0.0,89.29,40.18,33.24,56.05,0.48,0.8
2025-03-10,ST005,SKU0017,4.92,107.12,0.0,107.12,48.2,50.13,57.0,0.72,0.82
2025-03-17,ST005,SKU0017,5.43,118.32,0.0,118.32,53.24,38.25,80.07,0.55,1.15
2025-03-24,ST005,SKU0017,3.86,83.97,0.0,83.97,37.78,34.63,49.34,0.5,0.71
2025-03-31,ST005,SKU0017,4.69,102.11,0.0,102.11,45.94,35.87,66.24,0.51,0.95
2025-04-07,ST005,SKU0017,8.0,174.14,0.0,174.14,78.35,52.17,121.97,0.75,1.75
2025-04-14,ST005,SKU0017,6.69,145.76,0.0,145.76,65.58,61.06,84.69,0.88,1.22
2025-04-21,ST005,SKU0017,6.01,130.87,0.0,130.87,58.88,59.19,71.67,0.85,1.03
2025-04-28,ST005,SKU0017,6.15,133.95,0.0,133.95,60.27,51.42,82.53,0.74,1.18
2025-05-05,ST005,SKU0017,4.58,99.84,0.0,99.84,44.92,25.0,74.84,0.36,1.07
2025-05-12,ST005,SKU0017,4.75,103.4,0.0,103.4,46.53,44.15,59.25,0.63,0.85
2025-05-19,ST005,SKU0017,4.38,95.38,0.0,95.38,42.92,33.95,61.43,0.49,0.88
2025-05-26,ST005,SKU0017,4.69,102.15,0.0,102.15,45.96,42.31,59.84,0.61,0.86
2025-06-02,ST005,SKU0017,4.78,104.2,0.0,104.2,46.88,40.49,63.71,0.58,0.91
2025-06-09,ST005,SKU0017,5.02,109.37,0.0,109.37,49.21,39.51,69.86,0.57,1.0
2025-06-16,ST005,SKU0017,6.01,130.98,0.0,130.98,58.93,44.03,86.95,0.63,1.25
2025-06-23,ST005,SKU0017,5.42,118.09,0.0,118.09,53.13,53.28,64.81,0.76,0.93
2025-06-30,ST005,SKU0017,4.92,107.09,0.0,107.09,48.19,41.81,65.28,0.6,0.94
2025-07-07,ST005,SKU0017,5.32,115.83,0.0,115.83,52.12,42.72,73.11,0.61,1.05
2025-07-14,ST005,SKU0017,3.86,84.12,0.0,84.12,37.85,31.54,52.58,0.45,0.75
2025-07-21,ST005,SKU0017,5.99,130.41,0.0,130.41,58.68,54.23,76.18,0.78,1.09
2025-07-28,ST005,SKU0017,5.05,109.91,0.0,109.91,49.45,46.73,63.17,0.67,0.91
2025-08-04,ST005,SKU0017,6.88,149.82,0.0,149.82,67.41,58.26,91.56,0.84,1.31
2025-08-11,ST005,SKU0017,6.64,144.57,0.0,144.57,65.05,59.46,85.11,0.85,1.22
2025-08-18,ST005,SKU0017,6.55,142.65,0.0,142.65,64.19,53.01,89.64,0.76,1.29
2025-08-25,ST005,SKU0017,7.74,168.54,0.0,168.54,75.84,63.66,104.89,0.91,1.5
2025-09-01,ST005,SKU0017,5.34,116.29,0.0,116.29,52.32,48.82,67.47,0.7,0.97
2025-09-08,ST005,SKU0017,4.95,107.9,0.0,107.9,48.55,39.91,67.98,0.57,0.98
2025-09-15,ST005,SKU0017,4.21,91.65,0.0,91.65,41.24,30.48,61.17,0.44,0.88
2025-09-22,ST005,SKU0017,5.37,116.86,0.0,116.86,52.58,48.72,68.14,0.7,0.98
2025-09-29,ST005,SKU0017,4.41,95.96,0.0,95.96,43.18,39.08,56.89,0.56,0.82
2025-10-06,ST005,SKU0017,5.13,111.73,0.0,111.73,50.27,48.51,63.22,0.7,0.91
2025-10-13,ST005,SKU0017,6.3,137.2,0.0,137.2,61.73,57.09,80.1,0.82,1.15
2025-10-20,ST005,SKU0017,4.59,99.87,0.0,99.87,44.94,42.4,57.47,0.61,0.82
2025-10-27,ST005,SKU0017,4.37,95.28,0.0,95.28,42.87,47.5,47.79,0.68,0.69
2025-11-03,ST005,SKU0017,4.26,92.87,0.0,92.87,41.79,38.02,54.86,0.55,0.79
2025-11-10,ST005,SKU0017,5.0,108.92,0.0,108.92,49.01,39.94,68.98,0.57,0.99
2025-11-17,ST005,SKU0017,4.71,102.67,0.0,102.67,46.2,46.77,55.91,0.67,0.8
2025-11-24,ST005,SKU0017,5.34,116.3,0.0,116.3,52.33,44.17,72.13,0.63,1.03
2025-12-01,ST005,SKU0017,11.41,248.6,0.0,248.6,111.86,94.83,153.77,1.36,2.21
2025-12-08,ST005,SKU0017,10.28,223.97,0.0,223.97,100.78,71.76,152.22,1.03,2.18
2025-12-15,ST005,SKU0017,7.99,174.03,0.0,174.03,78.31,73.6,100.44,1.06,1.44
2025-12-22,ST005,SKU0017,9.8,213.43,0.0,213.43,96.03,105.59,107.84,1.52,1.55
2025-12-29,ST005,SKU0017,0.44,9.48,0.0,9.48,4.26,3.99,5.49,0.06,0.08
2026-01-05,ST005,SKU0017,6.79,147.96,0.0,147.96,66.58,63.6,84.37,0.91,1.21
2026-01-12,ST005,SKU0017,7.65,166.53,0.0,166.53,74.93,64.28,102.24,0.92,1.47
2026-01-19,ST005,SKU0017,6.38,138.91,0.0,138.91,62.5,51.46,87.45,0.74,1.25
2026-01-26,ST005,SKU0017,1.18,25.76,0.0,25.76,11.59,10.45,15.31,0.15,0.22
2026-02-02,ST005,SKU0017,3.31,72.19,0.0,72.19,32.48,25.87,46.32,0.37,0.66
2026-02-09,ST005,SKU0017,5.54,120.71,0.0,120.71,54.32,52.08,68.64,0.75,0.98
2026-02-16,ST005,SKU0017,4.03,87.83,0.0,87.83,39.52,36.59,51.25,0.52,0.74
2026-02-23,ST005,SKU0017,4.32,93.99,0.0,93.99,42.29,34.63,59.35,0.5,0.85
2026-03-02,ST005,SKU0017,5.46,118.91,0.0,118.91,53.5,40.27,78.64,0.58,1.13
2026-03-09,ST005,SKU0017,5.86,127.55,0.0,127.55,57.39,51.05,76.5,0.73,1.1
2026-03-16,ST005,SKU0017,5.28,114.95,0.0,114.95,51.72,50.72,64.23,0.73,0.92
2026-03-23,ST005,SKU0017,5.53,120.54,0.0,120.54,54.24,51.54,69.0,0.74,0.99
2026-03-30,ST005,SKU0017,4.61,100.3,0.0,100.3,45.13,33.29,67.02,0.48,0.96
2026-04-06,ST005,SKU0017,6.76,147.3,0.0,147.3,66.28,60.56,86.74,0.87,1.24
2026-04-13,ST005,SKU0017,5.92,128.94,0.0,128.94,58.02,53.71,75.23,0.77,1.08
2026-04-20,ST005,SKU0017,7.31,159.31,0.0,159.31,71.68,60.27,99.04,0.86,1.42
2026-04-27,ST005,SKU0017,7.05,153.59,0.0,153.59,69.11,60.0,93.59,0.86,1.34
2026-05-04,ST005,SKU0017,5.26,114.67,0.0,114.67,51.6,48.7,65.97,0.7,0.95
2026-05-11,ST005,SKU0017,6.72,146.42,0.0,146.42,65.88,57.96,88.46,0.83,1.27
2026-05-18,ST005,SKU0017,4.61,100.48,0.0,100.48,45.21,29.35,71.13,0.42,1.02
2026-05-25,ST005,SKU0017,4.16,90.5,0.0,90.5,40.72,31.63,58.87,0.45,0.84
2026-06-01,ST005,SKU0017,5.41,117.91,0.0,117.91,53.05,43.35,74.56,0.62,1.07
2026-06-08,ST005,SKU0017,5.24,114.22,0.0,114.22,51.39,40.07,74.15,0.57,1.06
2026-06-15,ST005,SKU0017,5.27,114.85,0.0,114.85,51.68,49.5,65.35,0.71,0.94
2026-06-22,ST005,SKU0017,4.76,103.64,0.0,103.64,46.64,42.41,61.24,0.61,0.88
2024-07-01,ST006,SKU0017,4.74,103.14,0.0,103.14,46.41,21.84,81.31,0.31,1.17
2024-07-08,ST006,SKU0017,5.33,116.14,0.0,116.14,52.26,34.14,82.0,0.49,1.18
2024-07-15,ST006,SKU0017,5.36,116.66,0.0,116.66,52.49,37.45,79.2,0.54,1.14
2024-07-22,ST006,SKU0017,4.85,105.65,0.0,105.65,47.54,27.95,77.7,0.4,1.11
2024-07-29,ST006,SKU0017,4.83,105.18,0.0,105.18,47.32,30.56,74.62,0.44,1.07
2024-08-05,ST006,SKU0017,6.88,149.92,0.0,149.92,67.46,41.92,108.01,0.6,1.55
2024-08-12,ST006,SKU0017,6.39,139.28,0.0,139.28,62.67,30.91,108.37,0.44,1.55
2024-08-19,ST006,SKU0017,6.24,135.83,0.0,135.83,61.12,39.95,95.88,0.57,1.38
2024-08-26,ST006,SKU0017,6.96,151.68,0.0,151.68,68.25,37.71,113.97,0.54,1.64
2024-09-02,ST006,SKU0017,5.4,117.57,0.0,117.57,52.9,40.7,76.87,0.58,1.1
2024-09-09,ST006,SKU0017,4.7,102.43,0.0,102.43,46.09,22.44,79.99,0.32,1.15
2024-09-16,ST006,SKU0017,5.57,121.25,0.0,121.25,54.56,33.23,88.02,0.48,1.26
2024-09-23,ST006,SKU0017,4.89,106.5,0.0,106.5,47.92,34.53,71.98,0.5,1.03
2024-09-30,ST006,SKU0017,4.84,105.47,0.0,105.47,47.46,30.92,74.55,0.44,1.07
2024-10-07,ST006,SKU0017,5.1,110.99,0.0,110.99,49.94,48.34,62.65,0.69,0.9
2024-10-14,ST006,SKU0017,4.92,107.15,0.0,107.15,48.21,34.3,72.84,0.49,1.05
2024-10-21,ST006,SKU0017,4.85,105.62,0.0,105.62,47.53,31.24,74.38,0.45,1.07
2024-10-28,ST006,SKU0017,4.88,106.34,0.0,106.34,47.85,33.29,73.05,0.48,1.05
2024-11-04,ST006,SKU0017,4.94,107.65,0.0,107.65,48.44,32.13,75.52,0.46,1.08
2024-11-11,ST006,SKU0017,4.55,99.02,0.0,99.02,44.55,23.12,75.9,0.33,1.09
2024-11-18,ST006,SKU0017,3.87,84.31,0.0,84.31,37.93,24.58,59.72,0.35,0.86
2024-11-25,ST006,SKU0017,4.61,100.42,0.0,100.42,45.18,38.47,61.95,0.55,0.89
2024-12-02,ST006,SKU0017,8.91,194.16,0.0,194.16,87.36,65.16,128.99,0.93,1.85
2024-12-09,ST006,SKU0017,10.75,234.09,0.0,234.09,105.33,61.09,172.99,0.88,2.48
2024-12-16,ST006,SKU0017,8.61,187.62,0.0,187.62,84.42,50.01,137.61,0.72,1.97
2024-12-23,ST006,SKU0017,10.74,233.85,0.0,233.85,105.22,90.63,143.22,1.3,2.05
2024-12-30,ST006,SKU0017,0.29,6.21,0.0,6.21,2.79,1.7,4.51,0.02,0.06
2025-01-06,ST006,SKU0017,6.49,141.4,0.0,141.4,63.62,36.09,105.31,0.52,1.51
2025-01-13,ST006,SKU0017,8.43,183.69,0.0,183.69,82.65,43.13,140.56,0.62,2.02
2025-01-20,ST006,SKU0017,5.65,123.05,0.0,123.05,55.37,34.87,88.18,0.5,1.27
2025-01-27,ST006,SKU0017,1.42,31.02,0.0,31.02,13.96,7.82,23.2,0.11,0.33
2025-02-03,ST006,SKU0017,4.59,100.0,0.0,100.0,44.99,28.13,71.87,0.4,1.03
2025-02-10,ST006,SKU0017,4.19,91.26,0.0,91.26,41.06,26.86,64.39,0.39,0.92
2025-02-17,ST006,SKU0017,4.79,104.36,0.0,104.36,46.96,35.76,68.6,0.51,0.98
2025-02-24,ST006,SKU0017,5.19,113.06,0.0,113.06,50.87,30.03,83.03,0.43,1.19
2025-03-03,ST006,SKU0017,4.86,105.9,0.0,105.9,47.65,18.7,87.2,0.27,1.25
2025-03-10,ST006,SKU0017,4.93,107.28,0.0,107.28,48.27,28.23,79.05,0.41,1.13
2025-03-17,ST006,SKU0017,5.03,109.57,0.0,109.57,49.3,28.9,80.67,0.41,1.16
2025-03-24,ST006,SKU0017,5.86,127.57,0.0,127.57,57.4,33.15,94.42,0.48,1.35
2025-03-31,ST006,SKU0017,4.49,97.87,0.0,97.87,44.04,18.6,79.27,0.27,1.14
2025-04-07,ST006,SKU0017,6.63,144.3,0.0,144.3,64.93,31.88,112.42,0.46,1.61
2025-04-14,ST006,SKU0017,5.91,128.71,0.0,128.71,57.92,33.17,95.54,0.48,1.37
2025-04-21,ST006,SKU0017,7.96,173.29,0.0,173.29,77.97,55.46,117.83,0.8,1.69
2025-04-28,ST006,SKU0017,5.92,129.01,0.0,129.01,58.05,35.49,93.51,0.51,1.34
2025-05-05,ST006,SKU0017,5.25,114.43,0.0,114.43,51.49,34.62,79.81,0.5,1.15
2025-05-12,ST006,SKU0017,5.96,129.86,0.0,129.86,58.43,27.89,101.96,0.4,1.46
2025-05-19,ST006,SKU0017,4.47,97.32,0.0,97.32,43.79,23.37,73.95,0.34,1.06
2025-05-26,ST006,SKU0017,5.22,113.69,0.0,113.69,51.15,15.6,98.09,0.22,1.41
2025-06-02,ST006,SKU0017,4.86,105.91,0.0,105.91,47.66,19.51,86.41,0.28,1.24
2025-06-09,ST006,SKU0017,5.0,108.87,0.0,108.87,48.99,41.02,67.85,0.59,0.97
2025-06-16,ST006,SKU0017,5.54,120.67,0.0,120.67,54.3,25.58,95.09,0.37,1.36
2025-06-23,ST006,SKU0017,4.75,103.43,0.0,103.43,46.54,23.66,79.76,0.34,1.14
2025-06-30,ST006,SKU0017,5.78,125.82,0.0,125.82,56.61,20.53,105.28,0.29,1.51
2025-07-07,ST006,SKU0017,4.74,103.16,0.0,103.16,46.42,24.6,78.56,0.35,1.13
2025-07-14,ST006,SKU0017,4.3,93.57,0.0,93.57,42.1,33.33,60.24,0.48,0.86
2025-07-21,ST006,SKU0017,4.06,88.43,0.0,88.43,39.79,18.89,69.55,0.27,1.0
2025-07-28,ST006,SKU0017,5.96,129.75,0.0,129.75,58.38,34.81,94.94,0.5,1.36
2025-08-04,ST006,SKU0017,6.85,149.25,0.0,149.25,67.16,36.12,113.13,0.52,1.62
2025-08-11,ST006,SKU0017,7.0,152.42,0.0,152.42,68.58,38.38,114.04,0.55,1.64
2025-08-18,ST006,SKU0017,6.38,139.02,0.0,139.02,62.55,28.25,110.77,0.41,1.59
2025-08-25,ST006,SKU0017,7.03,153.2,0.0,153.2,68.93,37.29,115.9,0.54,1.66
2025-09-01,ST006,SKU0017,4.72,102.77,0.0,102.77,46.24,31.48,71.29,0.45,1.02
2025-09-08,ST006,SKU0017,4.7,102.29,0.0,102.29,46.03,27.39,74.9,0.39,1.07
2025-09-15,ST006,SKU0017,6.0,130.77,0.0,130.77,58.84,38.25,92.52,0.55,1.33
2025-09-22,ST006,SKU0017,4.68,101.85,0.0,101.85,45.83,22.25,79.6,0.32,1.14
2025-09-29,ST006,SKU0017,4.92,107.17,0.0,107.17,48.22,33.51,73.66,0.48,1.06
2025-10-06,ST006,SKU0017,4.65,101.19,0.0,101.19,45.53,27.43,73.75,0.39,1.06
2025-10-13,ST006,SKU0017,4.63,100.86,0.0,100.86,45.38,25.51,75.35,0.37,1.08
