trading_year,trading_period,period_start,chain_code,chain_name,department,opening_stock_cost,planned_sales_cost,planned_markdown_cost,planned_receipts_cost,committed_receipts_cost,otb_value,planned_closing_stock_cost
TY1,P05,2024-10-21,TNY,TinyThreads,Menswear,95469.9,33305.03,1695.11,37177.57,15387.86,21789.71,97647.33
TY1,P06,2024-11-18,TNY,TinyThreads,Menswear,97647.33,33257.93,2883.76,30355.18,22382.93,7972.25,91860.82
TY1,P07,2024-12-16,TNY,TinyThreads,Menswear,91860.82,33206.3,2722.8,36079.21,28811.68,7267.53,92010.93
TY1,P08,2025-01-13,TNY,TinyThreads,Menswear,92010.93,32791.54,2029.06,35900.75,18329.66,17571.09,93091.08
TY1,P09,2025-02-10,TNY,TinyThreads,Menswear,93091.08,32221.71,1019.2,36720.79,26420.89,10299.9,96570.96
TY1,P10,2025-03-10,TNY,TinyThreads,Menswear,96570.96,32267.28,2408.42,33328.98,20472.67,12856.31,95224.24
TY1,P11,2025-04-07,TNY,TinyThreads,Menswear,95224.24,32120.97,2197.92,30527.25,24410.4,6116.85,91432.6
TY1,P12,2025-05-05,TNY,TinyThreads,Menswear,91432.6,31934.36,1627.82,33360.3,15461.24,17899.06,91230.72
TY1,P13,2025-06-02,TNY,TinyThreads,Menswear,91230.72,31610.96,2660.81,35735.38,19635.64,16099.74,92694.33
TY2,P01,2025-06-30,TNY,TinyThreads,Menswear,92694.33,31802.62,1358.17,29337.93,13320.88,16017.05,88871.47
TY2,P02,2025-07-28,TNY,TinyThreads,Menswear,88871.47,31591.86,2823.98,29017.58,13337.75,15679.83,83473.21
TY2,P03,2025-08-25,TNY,TinyThreads,Menswear,83473.21,31294.73,2028.35,34224.05,23406.18,10817.87,84374.18
TY2,P04,2025-09-22,TNY,TinyThreads,Menswear,84374.18,31266.29,2135.74,32220.89,23222.8,8998.09,83193.04
TY2,P05,2025-10-20,TNY,TinyThreads,Menswear,83193.04,31104.8,1579.0,31630.88,15068.04,16562.84,82140.12
TY2,P06,2025-11-17,TNY,TinyThreads,Menswear,82140.12,30849.82,1408.05,28948.94,14788.81,14160.13,78831.19
TY2,P07,2025-12-15,TNY,TinyThreads,Menswear,78831.19,31006.1,1544.48,33223.42,26093.15,7130.27,79504.03
TY2,P08,2026-01-12,TNY,TinyThreads,Menswear,79504.03,30827.19,2339.83,30115.59,14981.91,15133.68,76452.6
TY2,P09,2026-02-09,TNY,TinyThreads,Menswear,76452.6,30588.43,2587.41,29785.63,19538.63,10247.0,73062.39
TY2,P10,2026-03-09,TNY,TinyThreads,Menswear,73062.39,30924.66,1956.21,32639.91,22020.55,10619.36,72821.43
TY2,P11,2026-04-06,TNY,TinyThreads,Menswear,72821.43,30605.91,1166.23,32851.93,23115.86,9736.07,73901.22
TY2,P12,2026-05-04,TNY,TinyThreads,Menswear,73901.22,30413.07,1047.55,30769.2,17971.24,12797.96,73209.8
TY2,P13,2026-06-01,TNY,TinyThreads,Menswear,73209.8,30043.03,1302.13,30350.69,22286.75,8063.94,72215.33
TY1,P01,2024-07-01,TNY,TinyThreads,Womenswear,72633.44,25551.93,1932.37,26015.42,16250.2,9765.22,71164.56
TY1,P02,2024-07-29,TNY,TinyThreads,Womenswear,71164.56,25837.99,2213.75,26431.05,16860.26,9570.79,69543.87
TY1,P03,2024-08-26,TNY,TinyThreads,Womenswear,69543.87,25548.23,1896.98,23452.32,14823.26,8629.06,65550.98
TY1,P04,2024-09-23,TNY,TinyThreads,Womenswear,65550.98,24925.78,2126.2,25508.46,15579.15,9929.31,64007.46
TY1,P05,2024-10-21,TNY,TinyThreads,Womenswear,64007.46,25202.25,1437.4,23821.7,11853.97,11967.73,61189.51
TY1,P06,2024-11-18,TNY,TinyThreads,Womenswear,61189.51,24784.31,744.37,24982.25,18640.73,6341.52,60643.08
TY1,P07,2024-12-16,TNY,TinyThreads,Womenswear,60643.08,24325.27,776.68,25358.99,11904.2,13454.79,60900.12
TY1,P08,2025-01-13,TNY,TinyThreads,Womenswear,60900.12,24188.2,968.54,25558.7,13975.68,11583.02,61302.08
TY1,P09,2025-02-10,TNY,TinyThreads,Womenswear,61302.08,24114.57,1319.92,26282.73,13241.39,13041.34,62150.32
TY1,P10,2025-03-10,TNY,TinyThreads,Womenswear,62150.32,24229.6,1454.08,26386.6,20644.31,5742.29,62853.24
TY1,P11,2025-04-07,TNY,TinyThreads,Womenswear,62853.24,23756.44,1031.9,23084.68,11835.4,11249.28,61149.58
TY1,P12,2025-05-05,TNY,TinyThreads,Womenswear,61149.58,23796.87,1545.53,27327.86,23109.13,4218.73,63135.04
TY1,P13,2025-06-02,TNY,TinyThreads,Womenswear,63135.04,23912.04,1634.19,26661.75,21857.84,4803.91,64250.56
TY2,P01,2025-06-30,TNY,TinyThreads,Womenswear,64250.56,24204.18,1493.7,26823.3,14389.12,12434.18,65375.98
TY2,P02,2025-07-28,TNY,TinyThreads,Womenswear,65375.98,24412.47,2176.06,27983.08,22603.28,5379.8,66770.53
TY2,P03,2025-08-25,TNY,TinyThreads,Womenswear,66770.53,24594.89,1135.0,24108.22,15580.59,8527.63,65148.86
TY2,P04,2025-09-22,TNY,TinyThreads,Womenswear,65148.86,24737.21,1492.4,26200.85,15294.62,10906.23,65120.1
TY2,P05,2025-10-20,TNY,TinyThreads,Womenswear,65120.1,25102.9,1255.47,24667.85,11279.42,13388.43,63429.58
TY2,P06,2025-11-17,TNY,TinyThreads,Womenswear,63429.58,25323.54,2052.0,25616.55,12873.35,12743.2,61670.59
TY2,P07,2025-12-15,TNY,TinyThreads,Womenswear,61670.59,25331.82,1601.96,22932.62,12437.8,10494.82,57669.43
TY2,P08,2026-01-12,TNY,TinyThreads,Womenswear,57669.43,25169.31,1745.55,24382.96,10465.8,13917.16,55137.53
TY2,P09,2026-02-09,TNY,TinyThreads,Womenswear,55137.53,25288.89,1641.34,22897.34,17904.72,4992.62,51104.64
TY2,P10,2026-03-09,TNY,TinyThreads,Womenswear,51104.64,25388.38,1685.64,25672.02,15384.81,10287.21,49702.64
TY2,P11,2026-04-06,TNY,TinyThreads,Womenswear,49702.64,25746.99,2012.52,28920.64,11711.63,17209.01,50863.77
TY2,P12,2026-05-04,TNY,TinyThreads,Womenswear,50863.77,25693.17,2164.24,26653.41,12460.94,14192.47,49659.77
TY2,P13,2026-06-01,TNY,TinyThreads,Womenswear,49659.77,25917.2,1803.82,28021.79,18767.37,9254.42,49960.54
TY1,P01,2024-07-01,TNY,TinyThreads,Kidswear,144385.52,58314.19,3419.19,57726.18,28920.07,28806.11,140378.32
TY1,P02,2024-07-29,TNY,TinyThreads,Kidswear,140378.32,58736.88,3003.38,63309.68,25849.15,37460.53,141947.74
TY1,P03,2024-08-26,TNY,TinyThreads,Kidswear,141947.74,57557.51,3950.78,60585.09,45408.03,15177.06,141024.54
TY1,P04,2024-09-23,TNY,TinyThreads,Kidswear,141024.54,56658.92,4119.24,52449.13,32191.18,20257.95,132695.51
TY1,P05,2024-10-21,TNY,TinyThreads,Kidswear,132695.51,56014.75,2505.76,51009.16,25535.98,25473.18,125184.16
TY1,P06,2024-11-18,TNY,TinyThreads,Kidswear,125184.16,55145.95,3023.97,52066.97,40142.96,11924.01,119081.21
TY1,P07,2024-12-16,TNY,TinyThreads,Kidswear,119081.21,54840.13,2307.72,62100.59,25339.37,36761.22,124033.95
TY1,P08,2025-01-13,TNY,TinyThreads,Kidswear,124033.95,55179.64,4807.01,49827.93,37040.02,12787.91,113875.23
TY1,P09,2025-02-10,TNY,TinyThreads,Kidswear,113875.23,54920.39,4632.76,62756.3,40643.84,22112.46,117078.38
TY1,P10,2025-03-10,TNY,TinyThreads,Kidswear,117078.38,55223.47,4472.4,58175.55,39363.41,18812.14,115558.06
TY1,P11,2025-04-07,TNY,TinyThreads,Kidswear,115558.06,54883.27,3529.57,51502.18,37745.77,13756.41,108647.4
TY1,P12,2025-05-05,TNY,TinyThreads,Kidswear,108647.4,54282.99,4005.37,60375.96,36986.97,23388.99,110735.0
TY1,P13,2025-06-02,TNY,TinyThreads,Kidswear,110735.0,54253.08,2643.91,61976.8,45237.24,16739.56,115814.81
TY2,P01,2025-06-30,TNY,TinyThreads,Kidswear,115814.81,54723.03,2215.65,52254.74,31810.86,20443.88,111130.87
TY2,P02,2025-07-28,TNY,TinyThreads,Kidswear,111130.87,54250.67,4017.2,51744.88,40713.0,11031.88,104607.88
TY2,P03,2025-08-25,TNY,TinyThreads,Kidswear,104607.88,54232.61,4398.45,52086.35,35335.24,16751.11,98063.17
TY2,P04,2025-09-22,TNY,TinyThreads,Kidswear,98063.17,53541.35,2434.72,57462.27,48514.86,8947.41,99549.37
TY2,P05,2025-10-20,TNY,TinyThreads,Kidswear,99549.37,53338.07,1883.05,56994.33,31511.09,25483.24,101322.58
TY2,P06,2025-11-17,TNY,TinyThreads,Kidswear,101322.58,52873.38,3094.06,57549.64,30403.77,27145.87,102904.78
TY2,P07,2025-12-15,TNY,TinyThreads,Kidswear,102904.78,51934.13,4193.26,53493.09,41683.39,11809.7,100270.48
TY2,P08,2026-01-12,TNY,TinyThreads,Kidswear,100270.48,52405.73,4568.65,55691.5,25181.16,30510.34,98987.6
TY2,P09,2026-02-09,TNY,TinyThreads,Kidswear,98987.6,52491.84,3115.7,49101.38,23014.34,26087.04,92481.44
TY2,P10,2026-03-09,TNY,TinyThreads,Kidswear,92481.44,52106.35,1711.3,50629.05,23436.41,27192.64,89292.84
TY2,P11,2026-04-06,TNY,TinyThreads,Kidswear,89292.84,51882.05,2846.31,53462.85,28112.71,25350.14,88027.33
TY2,P12,2026-05-04,TNY,TinyThreads,Kidswear,88027.33,51936.37,3472.63,51595.12,35760.62,15834.5,84213.45
TY2,P13,2026-06-01,TNY,TinyThreads,Kidswear,84213.45,50953.12,1570.71,49020.65,29679.37,19341.28,80710.27
TY1,P01,2024-07-01,TNY,TinyThreads,School Uniforms,91990.3,32743.4,2024.41,34327.49,14068.23,20259.26,91549.98
TY1,P02,2024-07-29,TNY,TinyThreads,School Uniforms,91549.98,32808.36,1663.05,32982.9,14681.66,18301.24,90061.47
TY1,P03,2024-08-26,TNY,TinyThreads,School Uniforms,90061.47,32936.55,2850.47,29826.26,20002.02,9824.24,84100.71
TY1,P04,2024-09-23,TNY,TinyThreads,School Uniforms,84100.71,32965.49,1552.29,36159.48,24753.33,11406.15,85742.41
TY1,P05,2024-10-21,TNY,TinyThreads,School Uniforms,85742.41,32790.5,2913.77,29858.59,17921.78,11936.81,79896.73
TY1,P06,2024-11-18,TNY,TinyThreads,School Uniforms,79896.73,32932.82,1277.94,32408.25,27366.87,5041.38,78094.22
TY1,P07,2024-12-16,TNY,TinyThreads,School Uniforms,78094.22,32901.79,1880.35,36542.82,19943.45,16599.37,79854.9
TY1,P08,2025-01-13,TNY,TinyThreads,School Uniforms,79854.9,32485.74,2880.92,33093.85,15187.25,17906.6,77582.09
TY1,P09,2025-02-10,TNY,TinyThreads,School Uniforms,77582.09,32537.49,1960.18,30021.54,17732.07,12289.47,73105.96
TY1,P10,2025-03-10,TNY,TinyThreads,School Uniforms,73105.96,32692.56,1966.29,37360.53,19295.82,18064.71,75807.64
TY1,P11,2025-04-07,TNY,TinyThreads,School Uniforms,75807.64,32669.74,2664.93,33063.84,17383.95,15679.89,73536.81
TY1,P12,2025-05-05,TNY,TinyThreads,School Uniforms,73536.81,31819.71,1698.96,32859.6,27583.57,5276.03,72877.74
TY1,P13,2025-06-02,TNY,TinyThreads,School Uniforms,72877.74,31662.69,1522.47,28742.36,16565.0,12177.36,68434.94
TY2,P01,2025-06-30,TNY,TinyThreads,School Uniforms,68434.94,31895.99,2258.3,30152.25,21217.11,8935.14,64432.9
TY2,P02,2025-07-28,TNY,TinyThreads,School Uniforms,64432.9,31989.96,1641.5,31580.97,22818.46,8762.51,62382.41
TY2,P03,2025-08-25,TNY,TinyThreads,School Uniforms,62382.41,31745.73,1640.55,35337.94,23230.38,12107.56,64334.07
TY2,P04,2025-09-22,TNY,TinyThreads,School Uniforms,64334.07,31903.8,2680.09,31446.38,13130.14,18316.24,61196.56
TY2,P05,2025-10-20,TNY,TinyThreads,School Uniforms,61196.56,31513.08,1179.73,30240.48,22263.04,7977.44,58744.23
TY2,P06,2025-11-17,TNY,TinyThreads,School Uniforms,58744.23,31530.02,2472.48,35762.19,24065.79,11696.4,60503.92
TY2,P07,2025-12-15,TNY,TinyThreads,School Uniforms,60503.92,31339.99,2282.03,35984.64,19924.42,16060.22,62866.54
TY2,P08,2026-01-12,TNY,TinyThreads,School Uniforms,62866.54,31425.5,1921.67,32472.36,15588.7,16883.66,61991.73
TY2,P09,2026-02-09,TNY,TinyThreads,School Uniforms,61991.73,31728.62,978.75,35914.17,18641.55,17272.62,65198.53
TY2,P10,2026-03-09,TNY,TinyThreads,School Uniforms,65198.53,31620.06,1153.97,30357.23,15884.66,14472.57,62781.73
TY2,P11,2026-04-06,TNY,TinyThreads,School Uniforms,62781.73,31637.92,1315.39,31468.82,18041.88,13426.94,61297.24
TY2,P12,2026-05-04,TNY,TinyThreads,School Uniforms,61297.24,30955.8,1537.74,28554.65,11745.73,16808.92,57358.35
TY2,P13,2026-06-01,TNY,TinyThreads,School Uniforms,57358.35,30598.68,2307.11,35118.18,28720.94,6397.24,59570.74
TY1,P01,2024-07-01,TNY,TinyThreads,Sportswear,95424.11,37452.67,2862.75,40867.95,31873.84,8994.11,95976.64
TY1,P02,2024-07-29,TNY,TinyThreads,Sportswear,95976.64,37502.06,2102.4,40941.71,31233.59,9708.12,97313.89
TY1,P03,2024-08-26,TNY,TinyThreads,Sportswear,97313.89,37828.64,3243.98,34937.98,29607.18,5330.8,91179.25
TY1,P04,2024-09-23,TNY,TinyThreads,Sportswear,91179.25,37925.73,1350.01,40355.15,16762.75,23592.4,92258.66
TY1,P05,2024-10-21,TNY,TinyThreads,Sportswear,92258.66,37819.66,2948.17,39733.43,31214.07,8519.36,91224.26
TY1,P06,2024-11-18,TNY,TinyThreads,Sportswear,91224.26,37517.8,1746.66,37650.78,15779.67,21871.11,89610.58
TY1,P07,2024-12-16,TNY,TinyThreads,Sportswear,89610.58,37859.68,1738.24,37790.92,22345.63,15445.29,87803.58
TY1,P08,2025-01-13,TNY,TinyThreads,Sportswear,87803.58,37883.41,1750.99,42559.58,25181.95,17377.63,90728.76
TY1,P09,2025-02-10,TNY,TinyThreads,Sportswear,90728.76,38093.72,2291.36,38262.7,19736.57,18526.13,88606.38
TY1,P10,2025-03-10,TNY,TinyThreads,Sportswear,88606.38,38083.05,1489.36,37625.39,24629.79,12995.6,86659.36
TY1,P11,2025-04-07,TNY,TinyThreads,Sportswear,86659.36,38243.87,3037.89,36873.99,30841.3,6032.69,82251.59
TY1,P12,2025-05-05,TNY,TinyThreads,Sportswear,82251.59,38099.29,3354.86,42272.46,19612.17,22660.29,83069.9
TY1,P13,2025-06-02,TNY,TinyThreads,Sportswear,83069.9,38194.14,1535.36,42187.6,27965.02,14222.58,85528.0
TY2,P01,2025-06-30,TNY,TinyThreads,Sportswear,85528.0,38157.86,3273.03,35440.89,23169.06,12271.83,79538.0
TY2,P02,2025-07-28,TNY,TinyThreads,Sportswear,79538.0,37883.33,1270.26,39757.19,30499.95,9257.24,80141.6
TY2,P03,2025-08-25,TNY,TinyThreads,Sportswear,80141.6,37745.29,2292.44,36410.59,25426.1,10984.49,76514.46
TY2,P04,2025-09-22,TNY,TinyThreads,Sportswear,76514.46,37425.68,3226.96,42054.57,20341.31,21713.26,77916.39
TY2,P05,2025-10-20,TNY,TinyThreads,Sportswear,77916.39,37550.13,2450.45,40535.95,24288.95,16247.0,78451.76
TY2,P06,2025-11-17,TNY,TinyThreads,Sportswear,78451.76,37354.3,1354.06,42955.25,25983.99,16971.26,82698.65
TY2,P07,2025-12-15,TNY,TinyThreads,Sportswear,82698.65,37840.33,2230.41,42781.88,18802.28,23979.6,85409.79
TY2,P08,2026-01-12,TNY,TinyThreads,Sportswear,85409.79,38904.65,3337.16,44229.66,23955.79,20273.87,87397.64
TY2,P09,2026-02-09,TNY,TinyThreads,Sportswear,87397.64,38573.64,2204.37,38729.49,18803.96,19925.53,85349.12
TY2,P10,2026-03-09,TNY,TinyThreads,Sportswear,85349.12,38702.88,1749.31,41656.61,17921.51,23735.1,86553.54
TY2,P11,2026-04-06,TNY,TinyThreads,Sportswear,86553.54,38936.26,2695.32,38342.64,26646.48,11696.16,83264.6
TY2,P12,2026-05-04,TNY,TinyThreads,Sportswear,83264.6,38211.08,3324.02,41540.36,32996.35,8544.01,83269.86
TY2,P13,2026-06-01,TNY,TinyThreads,Sportswear,83269.86,38164.54,1878.06,37862.51,24297.42,13565.09,81089.77
TY1,P01,2024-07-01,TNY,TinyThreads,Footwear,58437.6,28075.73,1271.07,27976.91,13670.41,14306.5,57067.71
TY1,P02,2024-07-29,TNY,TinyThreads,Footwear,57067.71,28025.11,1894.98,27942.11,15519.68,12422.43,55089.73
TY1,P03,2024-08-26,TNY,TinyThreads,Footwear,55089.73,27873.91,2127.1,27726.65,18421.14,9305.51,52815.37
TY1,P04,2024-09-23,TNY,TinyThreads,Footwear,52815.37,28175.18,1727.67,31766.09,24051.78,7714.31,54678.61
TY1,P05,2024-10-21,TNY,TinyThreads,Footwear,54678.61,28347.29,1580.25,30461.42,25710.06,4751.36,55212.49
TY1,P06,2024-11-18,TNY,TinyThreads,Footwear,55212.49,28713.45,1021.25,29876.41,13652.14,16224.27,55354.2
TY1,P07,2024-12-16,TNY,TinyThreads,Footwear,55354.2,28716.69,1736.23,31038.66,24558.19,6480.47,55939.94
TY1,P08,2025-01-13,TNY,TinyThreads,Footwear,55939.94,28743.3,1918.51,31291.18,24379.11,6912.07,56569.31
TY1,P09,2025-02-10,TNY,TinyThreads,Footwear,56569.31,28427.22,914.95,29537.23,14689.49,14847.74,56764.37
TY1,P10,2025-03-10,TNY,TinyThreads,Footwear,56764.37,29048.6,2001.56,29195.46,14149.49,15045.97,54909.67
TY1,P11,2025-04-07,TNY,TinyThreads,Footwear,54909.67,28674.77,2071.08,27272.28,12057.41,15214.87,51436.1
TY1,P12,2025-05-05,TNY,TinyThreads,Footwear,51436.1,28663.56,2174.21,27228.91,14473.26,12755.65,47827.24
TY1,P13,2025-06-02,TNY,TinyThreads,Footwear,47827.24,29015.94,2103.4,30543.06,16445.39,14097.67,47250.96
TY2,P01,2025-06-30,TNY,TinyThreads,Footwear,47250.96,29158.79,943.91,31553.32,13234.37,18318.95,48701.58
TY2,P02,2025-07-28,TNY,TinyThreads,Footwear,48701.58,29142.84,2149.86,33141.78,24539.05,8602.73,50550.66
TY2,P03,2025-08-25,TNY,TinyThreads,Footwear,50550.66,29339.59,1735.81,29604.65,16166.79,13437.86,49079.91
TY2,P04,2025-09-22,TNY,TinyThreads,Footwear,49079.91,29437.0,1644.62,30895.37,24844.64,6050.73,48893.66
TY2,P05,2025-10-20,TNY,TinyThreads,Footwear,48893.66,28737.2,997.89,28627.16,13778.76,14848.4,47785.73
TY2,P06,2025-11-17,TNY,TinyThreads,Footwear,47785.73,28874.45,1364.27,27246.92,20267.19,6979.73,44793.93
TY2,P07,2025-12-15,TNY,TinyThreads,Footwear,44793.93,28341.33,2413.4,25738.13,11071.0,14667.13,39777.33
TY2,P08,2026-01-12,TNY,TinyThreads,Footwear,39777.33,28520.24,992.98,27541.49,23237.12,4304.37,37805.6
TY2,P09,2026-02-09,TNY,TinyThreads,Footwear,37805.6,28155.73,1179.36,29377.97,18334.77,11043.2,37848.48
TY2,P10,2026-03-09,TNY,TinyThreads,Footwear,37848.48,28503.52,1499.4,31544.58,14584.99,16959.59,39390.14
TY2,P11,2026-04-06,TNY,TinyThreads,Footwear,39390.14,28634.23,2044.07,31986.13,18113.98,13872.15,40697.97
TY2,P12,2026-05-04,TNY,TinyThreads,Footwear,40697.97,28912.27,987.31,27252.12,11748.72,15503.4,38050.51
TY2,P13,2026-06-01,TNY,TinyThreads,Footwear,38050.51,29259.99,1383.52,31628.19,13596.3,18031.89,39035.19
TY1,P01,2024-07-01,TNY,TinyThreads,Home & Textiles,152593.07,53541.6,1682.57,48940.89,38376.2,10564.69,146309.79
TY1,P02,2024-07-29,TNY,TinyThreads,Home & Textiles,146309.79,52062.41,3274.54,52403.99,39721.52,12682.47,143376.83
TY1,P03,2024-08-26,TNY,TinyThreads,Home & Textiles,143376.83,53070.02,3186.31,60885.8,28467.66,32418.14,148006.3
TY1,P04,2024-09-23,TNY,TinyThreads,Home & Textiles,148006.3,53508.6,1771.4,54547.32,43575.16,10972.16,147273.62
TY1,P05,2024-10-21,TNY,TinyThreads,Home & Textiles,147273.62,53774.06,3824.03,51936.56,30557.32,21379.24,141612.09
TY1,P06,2024-11-18,TNY,TinyThreads,Home & Textiles,141612.09,54975.58,3369.27,55830.83,30545.28,25285.55,139098.07
TY1,P07,2024-12-16,TNY,TinyThreads,Home & Textiles,139098.07,55602.44,2504.96,55116.58,25765.55,29351.03,136107.25
TY1,P08,2025-01-13,TNY,TinyThreads,Home & Textiles,136107.25,54368.36,3595.23,50749.96,36145.98,14603.98,128893.62
TY1,P09,2025-02-10,TNY,TinyThreads,Home & Textiles,128893.62,53877.9,2384.21,50518.62,20403.35,30115.27,123150.13
TY1,P10,2025-03-10,TNY,TinyThreads,Home & Textiles,123150.13,53613.07,4060.39,61483.29,25835.04,35648.25,126959.96
TY1,P11,2025-04-07,TNY,TinyThreads,Home & Textiles,126959.96,54175.74,1858.86,56777.97,42028.98,14748.99,127703.33
TY1,P12,2025-05-05,TNY,TinyThreads,Home & Textiles,127703.33,53062.55,1626.69,55651.86,47084.82,8567.04,128665.95
TY1,P13,2025-06-02,TNY,TinyThreads,Home & Textiles,128665.95,52968.97,2191.3,49313.13,32046.88,17266.25,122818.81
TY2,P01,2025-06-30,TNY,TinyThreads,Home & Textiles,122818.81,53314.08,4133.77,58020.02,46511.38,11508.64,123390.98
TY2,P02,2025-07-28,TNY,TinyThreads,Home & Textiles,123390.98,52682.21,2362.06,54735.2,29219.59,25515.61,123081.91
TY2,P03,2025-08-25,TNY,TinyThreads,Home & Textiles,123081.91,53319.28,4581.01,57076.9,47862.73,9214.17,122258.52
TY2,P04,2025-09-22,TNY,TinyThreads,Home & Textiles,122258.52,53131.46,3307.23,54288.6,24336.45,29952.15,120108.43
TY2,P05,2025-10-20,TNY,TinyThreads,Home & Textiles,120108.43,53726.21,3312.66,49258.53,40350.51,8908.02,112328.09
TY2,P06,2025-11-17,TNY,TinyThreads,Home & Textiles,112328.09,53134.86,2225.23,57987.68,25724.53,32263.15,114955.68
TY2,P07,2025-12-15,TNY,TinyThreads,Home & Textiles,114955.68,52946.4,3893.79,48560.07,34542.29,14017.78,106675.56
TY2,P08,2026-01-12,TNY,TinyThreads,Home & Textiles,106675.56,52968.97,3996.03,58639.27,42411.31,16227.96,108349.83
TY2,P09,2026-02-09,TNY,TinyThreads,Home & Textiles,108349.83,52157.02,2573.83,56033.25,46543.3,9489.95,109652.23
TY2,P10,2026-03-09,TNY,TinyThreads,Home & Textiles,109652.23,51317.92,3585.11,51794.25,38340.92,13453.33,106543.45
TY2,P11,2026-04-06,TNY,TinyThreads,Home & Textiles,106543.45,50311.65,1993.52,47826.32,30740.22,17086.1,102064.6
TY2,P12,2026-05-04,TNY,TinyThreads,Home & Textiles,102064.6,49865.16,3206.04,45490.42,26471.99,19018.43,94483.82
TY2,P13,2026-06-01,TNY,TinyThreads,Home & Textiles,94483.82,49543.92,3225.88,52731.25,38182.55,14548.7,94445.27
TY1,P01,2024-07-01,TNY,TinyThreads,Accessories,122406.92,43489.74,1568.74,42110.64,26838.37,15272.27,119459.08
TY1,P02,2024-07-29,TNY,TinyThreads,Accessories,119459.08,42458.08,3003.62,39171.91,26109.01,13062.9,113169.29
TY1,P03,2024-08-26,TNY,TinyThreads,Accessories,113169.29,41735.11,3090.11,46194.93,30814.57,15380.36,114539.0
TY1,P04,2024-09-23,TNY,TinyThreads,Accessories,114539.0,41424.19,2084.28,41903.16,33055.26,8847.9,112933.69
TY1,P05,2024-10-21,TNY,TinyThreads,Accessories,112933.69,40653.21,2487.38,40330.35,17046.46,23283.89,110123.45
TY1,P06,2024-11-18,TNY,TinyThreads,Accessories,110123.45,40694.24,1692.13,40423.46,33343.88,7079.58,108160.54
TY1,P07,2024-12-16,TNY,TinyThreads,Accessories,108160.54,40687.39,1793.92,37694.33,20816.22,16878.11,103373.56
TY1,P08,2025-01-13,TNY,TinyThreads,Accessories,103373.56,40273.06,2134.5,44023.55,33511.49,10512.06,104989.55
TY1,P09,2025-02-10,TNY,TinyThreads,Accessories,104989.55,39877.14,2158.48,36397.3,29681.5,6715.8,99351.23
TY1,P10,2025-03-10,TNY,TinyThreads,Accessories,99351.23,39905.1,2447.32,41424.02,20516.63,20907.39,98422.83
TY1,P11,2025-04-07,TNY,TinyThreads,Accessories,98422.83,40232.06,2410.54,36549.6,25853.61,10695.99,92329.83
TY1,P12,2025-05-05,TNY,TinyThreads,Accessories,92329.83,40541.43,3233.14,39296.79,16661.69,22635.1,87852.05
TY1,P13,2025-06-02,TNY,TinyThreads,Accessories,87852.05,40760.81,3514.55,42110.15,29015.7,13094.45,85686.84
TY2,P01,2025-06-30,TNY,TinyThreads,Accessories,85686.84,41166.76,2271.83,38279.41,16978.4,21301.01,80527.66
TY2,P02,2025-07-28,TNY,TinyThreads,Accessories,80527.66,40648.3,3259.93,38065.43,19109.39,18956.04,74684.86
TY2,P03,2025-08-25,TNY,TinyThreads,Accessories,74684.86,40362.65,1731.88,37973.25,24815.23,13158.02,70563.58
TY2,P04,2025-09-22,TNY,TinyThreads,Accessories,70563.58,40629.82,2745.34,45832.52,21447.19,24385.33,73020.94
TY2,P05,2025-10-20,TNY,TinyThreads,Accessories,73020.94,40762.99,3430.18,45135.71,30876.38,14259.33,73963.48
TY2,P06,2025-11-17,TNY,TinyThreads,Accessories,73963.48,39934.84,2729.66,42835.06,17451.73,25383.33,74134.04
TY2,P07,2025-12-15,TNY,TinyThreads,Accessories,74134.04,40660.27,2648.46,44537.9,25376.66,19161.24,75363.21
TY2,P08,2026-01-12,TNY,TinyThreads,Accessories,75363.21,40619.48,2460.89,41707.98,24884.87,16823.11,73990.82
TY2,P09,2026-02-09,TNY,TinyThreads,Accessories,73990.82,41179.11,1852.63,42492.16,24172.73,18319.43,73451.24
TY2,P10,2026-03-09,TNY,TinyThreads,Accessories,73451.24,41514.85,1676.19,40681.08,21653.82,19027.26,70941.28
TY2,P11,2026-04-06,TNY,TinyThreads,Accessories,70941.28,41967.64,2516.25,44524.94,36844.42,7680.52,70982.33
TY2,P12,2026-05-04,TNY,TinyThreads,Accessories,70982.33,41737.63,2987.01,37825.15,19596.26,18228.89,64082.84
TY2,P13,2026-06-01,TNY,TinyThreads,Accessories,64082.84,42158.62,1343.16,44452.78,31349.87,13102.91,65033.84
