date_key,store_id,product_id,stock_on_hand_units,stock_on_hand_cost,stock_on_hand_retail,stock_age_weeks,units_received
2025-06-16,ST010,SKU0021,15.54,219.03,505.52,4,0
2025-06-23,ST010,SKU0021,11.79,166.12,383.4,5,0
2025-06-30,ST010,SKU0021,7.36,103.64,239.21,6,0
2025-07-07,ST010,SKU0021,28.89,407.04,939.45,1,26
2025-07-14,ST010,SKU0021,24.42,344.01,793.99,2,0
2025-07-21,ST010,SKU0021,20.03,282.23,651.4,3,0
2025-07-28,ST010,SKU0021,15.83,222.99,514.65,4,0
2025-08-04,ST010,SKU0021,11.49,161.87,373.61,5,0
2025-08-11,ST010,SKU0021,7.14,100.66,232.32,6,0
2025-08-18,ST010,SKU0021,28.66,403.84,932.07,1,26
2025-08-25,ST010,SKU0021,23.98,337.92,779.93,2,0
2025-09-01,ST010,SKU0021,19.45,274.11,632.66,3,0
2025-09-08,ST010,SKU0021,15.66,220.71,509.39,4,0
2025-09-15,ST010,SKU0021,12.21,172.04,397.07,5,0
2025-09-22,ST010,SKU0021,8.18,115.24,265.97,6,0
2025-09-29,ST010,SKU0021,30.51,429.88,992.16,1,26
2025-10-06,ST010,SKU0021,25.86,364.41,841.06,2,0
2025-10-13,ST010,SKU0021,21.84,307.78,710.36,3,0
2025-10-20,ST010,SKU0021,17.25,243.0,560.86,4,0
2025-10-27,ST010,SKU0021,13.5,190.16,438.89,5,0
2025-11-03,ST010,SKU0021,9.76,137.48,317.3,6,0
2025-11-10,ST010,SKU0021,31.38,442.12,1020.41,1,26
2025-11-17,ST010,SKU0021,27.57,388.52,896.71,2,0
2025-11-24,ST010,SKU0021,24.18,340.75,786.46,3,0
2025-12-01,ST010,SKU0021,18.16,255.84,590.49,4,0
2025-12-08,ST010,SKU0021,12.67,178.47,411.92,5,0
2025-12-15,ST010,SKU0021,7.31,102.97,237.66,6,0
2025-12-22,ST010,SKU0021,28.01,394.65,910.86,1,26
2025-12-29,ST010,SKU0021,24.33,342.75,791.07,2,0
2026-01-05,ST010,SKU0021,20.58,290.01,669.36,3,0
2026-01-12,ST010,SKU0021,16.46,231.96,535.38,4,0
2026-01-19,ST010,SKU0021,12.01,169.16,390.43,5,0
2026-01-26,ST010,SKU0021,8.03,113.14,261.12,6,0
2026-02-02,ST010,SKU0021,30.63,431.58,996.1,1,26
2026-02-09,ST010,SKU0021,26.62,375.08,865.68,2,0
2026-02-16,ST010,SKU0021,22.41,315.77,728.8,3,0
2026-02-23,ST010,SKU0021,18.51,260.74,601.79,4,0
2026-03-02,ST010,SKU0021,13.73,193.46,446.52,5,0
2026-03-09,ST010,SKU0021,9.69,136.48,314.99,6,0
2026-03-16,ST010,SKU0021,31.19,439.51,1014.39,1,26
2026-03-23,ST010,SKU0021,27.45,386.77,892.67,2,0
2026-03-30,ST010,SKU0021,23.1,325.43,751.09,3,0
2026-04-06,ST010,SKU0021,19.43,273.77,631.87,4,0
2026-04-13,ST010,SKU0021,15.06,212.23,489.84,5,0
2026-04-20,ST010,SKU0021,11.16,157.3,363.06,6,0
2026-04-27,ST010,SKU0021,33.75,475.51,1097.49,1,26
2026-05-04,ST010,SKU0021,29.93,421.69,973.26,2,0
2026-05-11,ST010,SKU0021,26.34,371.11,856.52,3,0
2026-05-18,ST010,SKU0021,22.48,316.76,731.09,4,0
2026-05-25,ST010,SKU0021,19.05,268.48,619.66,5,0
2026-06-01,ST010,SKU0021,15.71,221.39,510.97,6,0
2026-06-08,ST010,SKU0021,38.15,537.53,1240.63,1,26
2026-06-15,ST010,SKU0021,35.01,493.27,1138.48,2,0
2026-06-22,ST010,SKU0021,30.44,428.95,990.03,3,0
2024-07-01,ST011,SKU0021,22.0,309.94,715.35,1,0
2024-07-08,ST011,SKU0021,17.94,252.79,583.45,2,0
2024-07-15,ST011,SKU0021,14.07,198.25,457.56,3,0
2024-07-22,ST011,SKU0021,10.58,149.01,343.91,4,0
2024-07-29,ST011,SKU0021,6.36,89.67,206.96,5,0
2024-08-05,ST011,SKU0021,28.22,397.6,917.68,1,26
2024-08-12,ST011,SKU0021,24.7,348.01,803.21,2,0
2024-08-19,ST011,SKU0021,20.32,286.28,660.73,3,0
2024-08-26,ST011,SKU0021,16.88,237.86,548.99,4,0
2024-09-02,ST011,SKU0021,12.84,180.92,417.57,5,0
2024-09-09,ST011,SKU0021,8.08,113.83,262.71,6,0
2024-09-16,ST011,SKU0021,29.62,417.32,963.17,1,26
2024-09-23,ST011,SKU0021,24.96,351.62,811.55,2,0
2024-09-30,ST011,SKU0021,21.05,296.57,684.49,3,0
2024-10-07,ST011,SKU0021,17.42,245.5,566.62,4,0
2024-10-14,ST011,SKU0021,14.14,199.3,459.99,5,0
2024-10-21,ST011,SKU0021,10.31,145.33,335.43,6,0
2024-10-28,ST011,SKU0021,32.5,457.96,1056.98,1,26
2024-11-04,ST011,SKU0021,28.01,394.65,910.86,2,0
2024-11-11,ST011,SKU0021,23.96,337.61,779.21,3,0
2024-11-18,ST011,SKU0021,20.54,289.48,668.12,4,0
2024-11-25,ST011,SKU0021,16.08,226.5,522.76,5,0
2024-12-02,ST011,SKU0021,10.53,148.39,342.5,6,0
2024-12-09,ST011,SKU0021,30.61,431.27,995.37,1,26
2024-12-16,ST011,SKU0021,25.23,355.56,820.63,2,0
2024-12-23,ST011,SKU0021,19.38,273.1,630.31,3,0
2024-12-30,ST011,SKU0021,14.33,201.93,466.06,4,0
2025-01-06,ST011,SKU0021,11.56,162.85,375.87,5,0
2025-01-13,ST011,SKU0021,6.88,96.89,223.63,6,0
2025-01-20,ST011,SKU0021,29.42,414.57,956.83,1,26
2025-01-27,ST011,SKU0021,24.17,340.61,786.15,2,0
2025-02-03,ST011,SKU0021,19.26,271.31,626.18,3,0
2025-02-10,ST011,SKU0021,14.55,205.07,473.3,4,0
2025-02-17,ST011,SKU0021,10.92,153.91,355.24,5,0
2025-02-24,ST011,SKU0021,7.08,99.74,230.21,6,0
2025-03-03,ST011,SKU0021,29.31,412.98,953.17,1,26
2025-03-10,ST011,SKU0021,25.65,361.47,834.29,2,0
2025-03-17,ST011,SKU0021,21.91,308.7,712.49,3,0
2025-03-24,ST011,SKU0021,17.66,248.84,574.34,4,0
2025-03-31,ST011,SKU0021,13.79,194.37,448.61,5,0
2025-04-07,ST011,SKU0021,10.28,144.82,334.24,6,0
2025-04-14,ST011,SKU0021,33.05,465.72,1074.88,1,26
2025-04-21,ST011,SKU0021,28.63,403.39,931.03,2,0
2025-04-28,ST011,SKU0021,24.54,345.82,798.16,3,0
2025-05-05,ST011,SKU0021,20.53,289.28,667.67,4,0
2025-05-12,ST011,SKU0021,17.61,248.17,572.79,5,0
2025-05-19,ST011,SKU0021,14.09,198.49,458.13,6,0
2025-05-26,ST011,SKU0021,36.06,508.13,1172.77,1,26
2025-06-02,ST011,SKU0021,31.85,448.74,1035.71,2,0
2025-06-09,ST011,SKU0021,29.03,409.07,944.15,3,0
2025-06-16,ST011,SKU0021,25.03,352.64,813.9,4,0
2025-06-23,ST011,SKU0021,20.9,294.5,679.72,5,0
2025-06-30,ST011,SKU0021,17.32,244.07,563.32,6,0
2025-07-07,ST011,SKU0021,38.77,546.3,1260.87,1,26
2025-07-14,ST011,SKU0021,35.36,498.21,1149.88,2,0
2025-07-21,ST011,SKU0021,31.22,439.93,1015.36,3,0
2025-07-28,ST011,SKU0021,27.17,382.8,883.51,4,0
2025-08-04,ST011,SKU0021,22.72,320.17,738.96,5,0
2025-08-11,ST011,SKU0021,19.32,272.22,628.28,6,0
2025-08-18,ST011,SKU0021,41.71,587.71,1356.44,1,26
2025-08-25,ST011,SKU0021,37.74,531.78,1227.36,2,0
2025-09-01,ST011,SKU0021,33.56,472.85,1091.35,3,0
2025-09-08,ST011,SKU0021,29.78,419.67,968.6,4,0
2025-09-15,ST011,SKU0021,26.02,366.59,846.1,5,0
2025-09-22,ST011,SKU0021,21.78,306.92,708.37,6,0
2025-09-29,ST011,SKU0021,43.92,618.82,1428.24,1,26
2025-10-06,ST011,SKU0021,39.67,559.01,1290.2,2,0
2025-10-13,ST011,SKU0021,35.36,498.17,1149.78,3,0
2025-10-20,ST011,SKU0021,31.91,449.58,1037.64,4,0
2025-10-27,ST011,SKU0021,27.69,390.16,900.51,5,0
2025-11-03,ST011,SKU0021,23.28,328.08,757.21,6,0
2025-11-10,ST011,SKU0021,45.35,638.93,1474.66,1,26
2025-11-17,ST011,SKU0021,40.9,576.27,1330.05,2,0
2025-11-24,ST011,SKU0021,36.93,520.27,1200.8,3,0
2025-12-01,ST011,SKU0021,31.13,438.64,1012.39,4,0
2025-12-08,ST011,SKU0021,25.17,354.68,818.61,5,0
2025-12-15,ST011,SKU0021,20.66,291.14,671.96,6,0
2025-12-22,ST011,SKU0021,42.61,600.41,1385.76,1,26
2025-12-29,ST011,SKU0021,36.2,510.09,1177.29,2,0
2026-01-05,ST011,SKU0021,31.91,449.63,1037.75,3,0
2026-01-12,ST011,SKU0021,28.15,396.6,915.36,4,0
2026-01-19,ST011,SKU0021,23.99,338.01,780.14,5,0
2026-01-26,ST011,SKU0021,19.83,279.43,644.93,6,0
2026-02-02,ST011,SKU0021,42.42,597.67,1379.44,1,26
2026-02-09,ST011,SKU0021,38.96,549.0,1267.1,2,0
2026-02-16,ST011,SKU0021,34.3,483.22,1115.29,3,0
2026-02-23,ST011,SKU0021,30.36,427.71,987.15,4,0
2026-03-02,ST011,SKU0021,26.05,367.03,847.1,5,0
2026-03-09,ST011,SKU0021,22.37,315.25,727.59,6,0
2026-03-16,ST011,SKU0021,44.96,633.5,1462.14,1,26
2026-03-23,ST011,SKU0021,40.89,576.11,1329.67,2,0
2026-03-30,ST011,SKU0021,37.07,522.38,1205.67,3,0
2026-04-06,ST011,SKU0021,33.63,473.88,1093.73,4,0
2026-04-13,ST011,SKU0021,29.94,421.84,973.6,5,0
2026-04-20,ST011,SKU0021,25.26,355.85,821.3,6,0
2026-04-27,ST011,SKU0021,48.04,676.84,1562.16,1,26
2026-05-04,ST011,SKU0021,43.63,614.69,1418.72,2,0
2026-05-11,ST011,SKU0021,39.39,554.99,1280.93,3,0
2026-05-18,ST011,SKU0021,36.03,507.71,1171.8,4,0
2026-05-25,ST011,SKU0021,31.49,443.68,1024.03,5,0
2026-06-01,ST011,SKU0021,27.39,385.94,890.75,6,0
2026-06-08,ST011,SKU0021,49.89,702.97,1622.47,1,26
2026-06-15,ST011,SKU0021,45.9,646.78,1492.78,2,0
2026-06-22,ST011,SKU0021,41.51,584.87,1349.89,3,0
2024-07-01,ST012,SKU0021,21.57,303.98,701.59,1,0
2024-07-08,ST012,SKU0021,17.56,247.46,571.14,2,0
2024-07-15,ST012,SKU0021,13.61,191.82,442.73,3,0
2024-07-22,ST012,SKU0021,9.65,135.93,313.73,4,0
2024-07-29,ST012,SKU0021,5.49,77.33,178.48,5,0
2024-08-05,ST012,SKU0021,27.83,392.19,905.19,1,26
2024-08-12,ST012,SKU0021,23.55,331.89,766.0,2,0
2024-08-19,ST012,SKU0021,19.42,273.63,631.55,3,0
2024-08-26,ST012,SKU0021,15.12,212.97,491.54,4,0
2024-09-02,ST012,SKU0021,11.89,167.54,386.69,5,0
2024-09-09,ST012,SKU0021,7.18,101.21,233.6,6,0
2024-09-16,ST012,SKU0021,28.14,396.44,915.0,1,26
2024-09-23,ST012,SKU0021,24.21,341.05,787.15,2,0
2024-09-30,ST012,SKU0021,20.03,282.16,651.23,3,0
2024-10-07,ST012,SKU0021,16.22,228.6,527.61,4,0
2024-10-14,ST012,SKU0021,11.51,162.15,374.24,5,0
2024-10-21,ST012,SKU0021,7.88,111.06,256.32,6,0
2024-10-28,ST012,SKU0021,28.85,406.45,938.1,1,26
2024-11-04,ST012,SKU0021,24.25,341.66,788.56,2,0
2024-11-11,ST012,SKU0021,20.54,289.42,667.99,3,0
2024-11-18,ST012,SKU0021,18.06,254.43,587.24,4,0
2024-11-25,ST012,SKU0021,13.9,195.91,452.17,5,0
2024-12-02,ST012,SKU0021,8.9,125.45,289.54,6,0
2024-12-09,ST012,SKU0021,29.94,421.86,973.66,1,26
2024-12-16,ST012,SKU0021,24.05,338.88,782.15,2,0
2024-12-23,ST012,SKU0021,18.6,262.12,604.98,3,0
2024-12-30,ST012,SKU0021,13.98,196.92,454.5,4,0
2025-01-06,ST012,SKU0021,9.61,135.44,312.6,5,0
2025-01-13,ST012,SKU0021,5.68,79.99,184.63,6,0
2025-01-20,ST012,SKU0021,28.19,397.21,916.76,1,26
2025-01-27,ST012,SKU0021,24.04,338.69,781.7,2,0
2025-02-03,ST012,SKU0021,19.82,279.21,644.43,3,0
2025-02-10,ST012,SKU0021,15.95,224.73,518.69,4,0
2025-02-17,ST012,SKU0021,12.01,169.29,390.73,5,0
2025-02-24,ST012,SKU0021,8.46,119.18,275.07,6,0
2025-03-03,ST012,SKU0021,31.64,445.83,1028.99,1,26
2025-03-10,ST012,SKU0021,28.32,399.06,921.04,2,0
2025-03-17,ST012,SKU0021,24.02,338.5,781.27,3,0
2025-03-24,ST012,SKU0021,20.56,289.76,668.77,4,0
2025-03-31,ST012,SKU0021,16.42,231.41,534.1,5,0
2025-04-07,ST012,SKU0021,12.02,169.37,390.91,6,0
2025-04-14,ST012,SKU0021,33.79,476.13,1098.92,1,26
2025-04-21,ST012,SKU0021,29.46,415.15,958.17,2,0
2025-04-28,ST012,SKU0021,24.91,351.04,810.2,3,0
2025-05-05,ST012,SKU0021,21.73,306.12,706.52,4,0
2025-05-12,ST012,SKU0021,17.5,246.59,569.14,5,0
2025-05-19,ST012,SKU0021,13.45,189.46,437.28,6,0
2025-05-26,ST012,SKU0021,35.4,498.76,1151.16,1,26
2025-06-02,ST012,SKU0021,31.17,439.21,1013.71,2,0
2025-06-09,ST012,SKU0021,27.8,391.71,904.08,3,0
2025-06-16,ST012,SKU0021,23.17,326.46,753.49,4,0
2025-06-23,ST012,SKU0021,18.99,267.62,617.68,5,0
2025-06-30,ST012,SKU0021,15.84,223.25,515.28,6,0
2025-07-07,ST012,SKU0021,37.58,529.49,1222.07,1,26
2025-07-14,ST012,SKU0021,34.4,484.65,1118.59,2,0
2025-07-21,ST012,SKU0021,31.4,442.4,1021.07,3,0
2025-07-28,ST012,SKU0021,26.99,380.33,877.82,4,0
2025-08-04,ST012,SKU0021,22.6,318.43,734.95,5,0
2025-08-11,ST012,SKU0021,19.14,269.67,622.41,6,0
2025-08-18,ST012,SKU0021,41.9,590.38,1362.61,1,26
2025-08-25,ST012,SKU0021,37.7,531.15,1225.91,2,0
2025-09-01,ST012,SKU0021,34.5,486.17,1122.09,3,0
2025-09-08,ST012,SKU0021,29.28,412.61,952.32,4,0
2025-09-15,ST012,SKU0021,25.42,358.14,826.59,5,0
2025-09-22,ST012,SKU0021,20.71,291.83,673.54,6,0
2025-09-29,ST012,SKU0021,42.8,603.12,1392.0,1,26
2025-10-06,ST012,SKU0021,38.42,541.37,1249.5,2,0
2025-10-13,ST012,SKU0021,33.85,476.91,1100.71,3,0
2025-10-20,ST012,SKU0021,29.47,415.18,958.24,4,0
2025-10-27,ST012,SKU0021,26.09,367.6,848.44,5,0
2025-11-03,ST012,SKU0021,21.54,303.48,700.43,6,0
2025-11-10,ST012,SKU0021,43.8,617.16,1424.43,1,26
2025-11-17,ST012,SKU0021,39.07,550.47,1270.5,2,0
2025-11-24,ST012,SKU0021,34.49,486.0,1121.71,3,0
2025-12-01,ST012,SKU0021,29.13,410.49,947.43,4,0
2025-12-08,ST012,SKU0021,24.09,339.41,783.36,5,0
2025-12-15,ST012,SKU0021,18.34,258.48,596.57,6,0
2025-12-22,ST012,SKU0021,39.82,561.01,1294.83,1,26
2025-12-29,ST012,SKU0021,34.6,487.46,1125.07,2,0
2026-01-05,ST012,SKU0021,29.78,419.6,968.45,3,0
2026-01-12,ST012,SKU0021,26.59,374.62,864.63,4,0
2026-01-19,ST012,SKU0021,22.95,323.32,746.22,5,0
2026-01-26,ST012,SKU0021,19.01,267.85,618.19,6,0
2026-02-02,ST012,SKU0021,41.61,586.32,1353.23,1,26
2026-02-09,ST012,SKU0021,37.8,532.62,1229.31,2,0
2026-02-16,ST012,SKU0021,33.83,476.62,1100.05,3,0
2026-02-23,ST012,SKU0021,29.7,418.51,965.94,4,0
2026-03-02,ST012,SKU0021,25.59,360.58,832.22,5,0
2026-03-09,ST012,SKU0021,21.77,306.75,707.99,6,0
2026-03-16,ST012,SKU0021,43.41,611.6,1411.59,1,26
2026-03-23,ST012,SKU0021,39.45,555.79,1282.78,2,0
2026-03-30,ST012,SKU0021,36.2,510.12,1177.36,3,0
2026-04-06,ST012,SKU0021,33.41,470.68,1086.34,4,0
2026-04-13,ST012,SKU0021,28.34,399.24,921.46,5,0
2026-04-20,ST012,SKU0021,24.23,341.34,787.81,6,0
2026-04-27,ST012,SKU0021,46.77,659.0,1520.99,1,26
2026-05-04,ST012,SKU0021,42.55,599.48,1383.61,2,0
2026-05-11,ST012,SKU0021,38.52,542.72,1252.6,3,0
2026-05-18,ST012,SKU0021,34.91,491.88,1135.26,4,0
2026-05-25,ST012,SKU0021,30.06,423.61,977.7,5,0
2026-06-01,ST012,SKU0021,27.1,381.81,881.23,6,0
2026-06-08,ST012,SKU0021,49.31,694.78,1603.56,1,26
2026-06-15,ST012,SKU0021,45.25,637.56,1471.49,2,0
2026-06-22,ST012,SKU0021,41.32,582.13,1343.58,3,0
2024-07-01,ST013,SKU0021,22.44,316.24,729.89,1,0
2024-07-08,ST013,SKU0021,17.49,246.46,568.83,2,0
2024-07-15,ST013,SKU0021,14.43,203.28,469.18,3,0
2024-07-22,ST013,SKU0021,10.12,142.55,329.0,4,0
2024-07-29,ST013,SKU0021,7.14,100.57,232.11,5,0
2024-08-05,ST013,SKU0021,29.38,413.98,955.48,1,26
2024-08-12,ST013,SKU0021,25.55,360.02,830.93,2,0
2024-08-19,ST013,SKU0021,21.46,302.41,697.96,3,0
2024-08-26,ST013,SKU0021,18.02,253.9,586.0,4,0
2024-09-02,ST013,SKU0021,13.33,187.81,433.46,5,0
2024-09-09,ST013,SKU0021,9.63,135.69,313.17,6,0
2024-09-16,ST013,SKU0021,32.14,452.82,1045.11,1,26
2024-09-23,ST013,SKU0021,28.3,398.8,920.45,2,0
2024-09-30,ST013,SKU0021,23.94,337.36,778.64,3,0
2024-10-07,ST013,SKU0021,19.93,280.8,648.08,4,0
2024-10-14,ST013,SKU0021,15.36,216.49,499.66,5,0
2024-10-21,ST013,SKU0021,11.27,158.85,366.63,6,0
2024-10-28,ST013,SKU0021,33.14,466.88,1077.57,1,26
2024-11-04,ST013,SKU0021,28.51,401.73,927.2,2,0
2024-11-11,ST013,SKU0021,24.35,343.03,791.72,3,0
2024-11-18,ST013,SKU0021,20.79,292.96,676.16,4,0
2024-11-25,ST013,SKU0021,16.66,234.77,541.85,5,0
2024-12-02,ST013,SKU0021,11.31,159.41,367.91,6,0
2024-12-09,ST013,SKU0021,33.57,472.96,1091.6,1,26
2024-12-16,ST013,SKU0021,28.57,402.54,929.06,2,0
2024-12-23,ST013,SKU0021,22.87,322.31,743.89,3,0
2024-12-30,ST013,SKU0021,17.48,246.34,568.57,4,0
2025-01-06,ST013,SKU0021,13.68,192.81,445.01,5,0
2025-01-13,ST013,SKU0021,10.44,147.11,339.53,6,0
2025-01-20,ST013,SKU0021,32.08,452.01,1043.24,1,26
2025-01-27,ST013,SKU0021,27.42,386.34,891.68,2,0
2025-02-03,ST013,SKU0021,23.47,330.73,763.33,3,0
2025-02-10,ST013,SKU0021,19.53,275.12,634.97,4,0
2025-02-17,ST013,SKU0021,15.67,220.73,509.44,5,0
2025-02-24,ST013,SKU0021,11.55,162.72,375.57,6,0
2025-03-03,ST013,SKU0021,33.5,471.95,1089.27,1,26
2025-03-10,ST013,SKU0021,28.89,407.08,939.56,2,0
2025-03-17,ST013,SKU0021,26.04,366.85,846.7,3,0
2025-03-24,ST013,SKU0021,21.66,305.14,704.27,4,0
2025-03-31,ST013,SKU0021,17.88,251.88,581.34,5,0
2025-04-07,ST013,SKU0021,14.81,208.65,481.57,6,0
2025-04-14,ST013,SKU0021,36.44,513.45,1185.06,1,26
2025-04-21,ST013,SKU0021,32.1,452.29,1043.9,2,0
2025-04-28,ST013,SKU0021,28.96,408.08,941.85,3,0
2025-05-05,ST013,SKU0021,25.08,353.36,815.56,4,0
2025-05-12,ST013,SKU0021,20.99,295.74,682.57,5,0
2025-05-19,ST013,SKU0021,17.75,250.09,577.2,6,0
2025-05-26,ST013,SKU0021,40.0,563.61,1300.82,1,26
2025-06-02,ST013,SKU0021,36.85,519.15,1198.2,2,0
2025-06-09,ST013,SKU0021,32.85,462.91,1068.4,3,0
2025-06-16,ST013,SKU0021,29.21,411.53,949.81,4,0
2025-06-23,ST013,SKU0021,24.9,350.83,809.72,5,0
2025-06-30,ST013,SKU0021,20.51,289.03,667.08,6,0
2025-07-07,ST013,SKU0021,41.45,584.02,1347.92,1,26
2025-07-14,ST013,SKU0021,37.17,523.66,1208.62,2,0
2025-07-21,ST013,SKU0021,32.58,459.02,1059.42,3,0
2025-07-28,ST013,SKU0021,28.72,404.63,933.9,4,0
2025-08-04,ST013,SKU0021,24.9,350.77,809.59,5,0
2025-08-11,ST013,SKU0021,20.91,294.58,679.89,6,0
2025-08-18,ST013,SKU0021,43.17,608.31,1403.99,1,26
2025-08-25,ST013,SKU0021,38.87,547.71,1264.12,2,0
2025-09-01,ST013,SKU0021,35.26,496.84,1146.72,3,0
2025-09-08,ST013,SKU0021,31.68,446.33,1030.13,4,0
2025-09-15,ST013,SKU0021,28.13,396.33,914.74,5,0
2025-09-22,ST013,SKU0021,23.91,336.96,777.71,6,0
2025-09-29,ST013,SKU0021,46.33,652.76,1506.58,1,26
2025-10-06,ST013,SKU0021,42.74,602.25,1390.0,2,0
2025-10-13,ST013,SKU0021,39.15,551.63,1273.18,3,0
2025-10-20,ST013,SKU0021,36.14,509.24,1175.33,4,0
2025-10-27,ST013,SKU0021,32.34,455.72,1051.8,5,0
2025-11-03,ST013,SKU0021,29.23,411.85,950.57,6,0
2025-11-10,ST013,SKU0021,50.91,717.37,1655.71,1,26
2025-11-17,ST013,SKU0021,46.66,657.37,1517.23,2,0
2025-11-24,ST013,SKU0021,42.38,597.15,1378.23,3,0
2025-12-01,ST013,SKU0021,36.47,513.82,1185.91,4,0
2025-12-08,ST013,SKU0021,30.63,431.51,995.93,5,0
2025-12-15,ST013,SKU0021,25.41,358.08,826.46,6,0
2025-12-22,ST013,SKU0021,45.55,641.85,1481.4,1,26
2025-12-29,ST013,SKU0021,40.79,574.73,1326.48,2,0
2026-01-05,ST013,SKU0021,36.72,517.33,1194.0,3,0
2026-01-12,ST013,SKU0021,33.17,467.33,1078.62,4,0
2026-01-19,ST013,SKU0021,29.42,414.56,956.82,5,0
2026-01-26,ST013,SKU0021,24.8,349.39,806.41,6,0
2026-02-02,ST013,SKU0021,46.93,661.21,1526.09,1,26
2026-02-09,ST013,SKU0021,43.18,608.47,1404.37,2,0
2026-02-16,ST013,SKU0021,38.74,545.82,1259.75,3,0
2026-02-23,ST013,SKU0021,35.04,493.68,1139.43,4,0
2026-03-02,ST013,SKU0021,30.79,433.9,1001.45,5,0
2026-03-09,ST013,SKU0021,26.67,375.85,867.46,6,0
2026-03-16,ST013,SKU0021,48.7,686.23,1583.84,1,26
2026-03-23,ST013,SKU0021,45.05,634.79,1465.1,2,0
2026-03-30,ST013,SKU0021,40.28,567.55,1309.92,3,0
2026-04-06,ST013,SKU0021,36.56,515.08,1188.82,4,0
2026-04-13,ST013,SKU0021,31.9,449.49,1037.43,5,0
2026-04-20,ST013,SKU0021,27.63,389.24,898.37,6,0
2026-04-27,ST013,SKU0021,49.19,693.03,1599.53,1,26
2026-05-04,ST013,SKU0021,45.07,635.09,1465.81,2,0
2026-05-11,ST013,SKU0021,40.28,567.58,1309.98,3,0
2026-05-18,ST013,SKU0021,35.35,498.01,1149.42,4,0
2026-05-25,ST013,SKU0021,31.43,442.78,1021.95,5,0
2026-06-01,ST013,SKU0021,27.68,389.96,900.03,6,0
2026-06-08,ST013,SKU0021,49.61,699.03,1613.37,1,26
2026-06-15,ST013,SKU0021,45.71,644.08,1486.55,2,0
2026-06-22,ST013,SKU0021,41.14,579.72,1338.0,3,0
2024-07-01,ST014,SKU0021,21.7,305.74,705.66,1,0
2024-07-08,ST014,SKU0021,18.21,256.55,592.13,2,0
2024-07-15,ST014,SKU0021,14.73,207.53,478.98,3,0
2024-07-22,ST014,SKU0021,10.59,149.22,344.4,4,0
2024-07-29,ST014,SKU0021,6.03,84.91,195.97,5,0
2024-08-05,ST014,SKU0021,28.35,399.46,921.97,1,26
2024-08-12,ST014,SKU0021,24.09,339.43,783.41,2,0
2024-08-19,ST014,SKU0021,19.71,277.66,640.84,3,0
2024-08-26,ST014,SKU0021,15.42,217.25,501.42,4,0
2024-09-02,ST014,SKU0021,12.21,172.11,397.23,5,0
2024-09-09,ST014,SKU0021,8.82,124.25,286.77,6,0
2024-09-16,ST014,SKU0021,30.98,436.47,1007.37,1,26
2024-09-23,ST014,SKU0021,27.13,382.26,882.27,2,0
2024-09-30,ST014,SKU0021,22.74,320.48,739.66,3,0
2024-10-07,ST014,SKU0021,18.94,266.92,616.05,4,0
2024-10-14,ST014,SKU0021,15.44,217.53,502.07,5,0
2024-10-21,ST014,SKU0021,11.09,156.21,360.53,6,0
2024-10-28,ST014,SKU0021,33.47,471.66,1088.59,1,26
2024-11-04,ST014,SKU0021,30.21,425.62,982.33,2,0
2024-11-11,ST014,SKU0021,26.38,371.7,857.88,3,0
2024-11-18,ST014,SKU0021,23.07,325.07,750.26,4,0
2024-11-25,ST014,SKU0021,19.88,280.04,646.34,5,0
2024-12-02,ST014,SKU0021,15.88,223.76,516.44,6,0
2024-12-09,ST014,SKU0021,36.18,509.71,1176.42,1,26
2024-12-16,ST014,SKU0021,30.73,433.04,999.47,2,0
2024-12-23,ST014,SKU0021,23.92,337.07,777.96,3,0
2024-12-30,ST014,SKU0021,18.86,265.72,613.28,4,0
2025-01-06,ST014,SKU0021,14.14,199.21,459.77,5,0
2025-01-13,ST014,SKU0021,9.88,139.27,321.44,6,0
2025-01-20,ST014,SKU0021,32.1,452.34,1044.01,1,26
2025-01-27,ST014,SKU0021,28.57,402.5,928.99,2,0
2025-02-03,ST014,SKU0021,24.43,344.23,794.5,3,0
2025-02-10,ST014,SKU0021,20.04,282.4,651.79,4,0
2025-02-17,ST014,SKU0021,15.95,224.76,518.74,5,0
2025-02-24,ST014,SKU0021,12.54,176.69,407.81,6,0
2025-03-03,ST014,SKU0021,34.02,479.31,1106.27,1,26
2025-03-10,ST014,SKU0021,29.93,421.67,973.22,2,0
2025-03-17,ST014,SKU0021,26.26,369.94,853.82,3,0
2025-03-24,ST014,SKU0021,22.17,312.42,721.07,4,0
2025-03-31,ST014,SKU0021,18.55,261.4,603.31,5,0
2025-04-07,ST014,SKU0021,14.6,205.74,474.85,6,0
2025-04-14,ST014,SKU0021,36.6,515.7,1190.23,1,26
2025-04-21,ST014,SKU0021,32.16,453.14,1045.86,2,0
2025-04-28,ST014,SKU0021,28.39,400.07,923.38,3,0
2025-05-05,ST014,SKU0021,23.9,336.75,777.22,4,0
2025-05-12,ST014,SKU0021,20.19,284.51,656.65,5,0
2025-05-19,ST014,SKU0021,16.7,235.24,542.94,6,0
2025-05-26,ST014,SKU0021,39.25,553.08,1276.53,1,26
2025-06-02,ST014,SKU0021,35.1,494.56,1141.46,2,0
2025-06-09,ST014,SKU0021,31.36,441.89,1019.89,3,0
2025-06-16,ST014,SKU0021,26.95,379.76,876.5,4,0
2025-06-23,ST014,SKU0021,24.22,341.3,787.72,5,0
